I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-97418,-172828,-117258,33083,117682,110208,Spoofed
-97417,-172827,-117257,33084,117683,110209,Spoofed
-97416,-172826,-117256,33085,117684,110210,Spoofed
-97415,-172825,-117255,33086,117685,110211,Spoofed
-97414,-172824,-117254,33087,117686,110212,Spoofed
-97413,-172823,-117253,33088,117687,110213,Spoofed
-97412,-172822,-117252,33089,117688,110214,Spoofed
-97411,-172821,-117251,33090,117689,110215,Spoofed
-97410,-172820,-117250,33091,117690,110216,Spoofed
-97409,-172819,-117249,33092,117691,110217,Spoofed
-97408,-172818,-117248,33093,117692,110218,Spoofed
-97407,-172817,-117247,33094,117693,110219,Spoofed
-97406,-172816,-117246,33095,117694,110220,Spoofed
-97405,-172815,-117245,33096,117695,110221,Spoofed
-97404,-172814,-117244,33097,117696,110222,Spoofed
-97403,-172813,-117243,33098,117697,110223,Spoofed
-97402,-172812,-117242,33099,117698,110224,Spoofed
-97401,-172811,-117241,33100,117699,110225,Spoofed
-97400,-172810,-117240,33101,117700,110226,Spoofed
-97399,-172809,-117239,33102,117701,110227,Spoofed
-97398,-172808,-117238,33103,117702,110228,Spoofed
-97397,-172807,-117237,33104,117703,110229,Spoofed
-97396,-172806,-117236,33105,117704,110230,Spoofed
-97395,-172805,-117235,33106,117705,110231,Spoofed
-97394,-172804,-117234,33107,117706,110232,Spoofed
-97393,-172803,-117233,33108,117707,110233,Spoofed
-97392,-172802,-117232,33109,117708,110234,Spoofed
-97391,-172801,-117231,33110,117709,110235,Spoofed
-97390,-172800,-117230,33111,117710,110236,Spoofed
-97389,-172799,-117229,33112,117711,110237,Spoofed
-97388,-172798,-117228,33113,117712,110238,Spoofed
-97387,-172797,-117227,33114,117713,110239,Spoofed
-97386,-172796,-117226,33115,117714,110240,Spoofed
-97385,-172795,-117225,33116,117715,110241,Spoofed
-97384,-172794,-117224,33117,117716,110242,Spoofed
-97383,-172793,-117223,33118,117717,110243,Spoofed
-97382,-172792,-117222,33119,117718,110244,Spoofed
-97381,-172791,-117221,33120,117719,110245,Spoofed
-97380,-172790,-117220,33121,117720,110246,Spoofed
-97379,-172789,-117219,33122,117721,110247,Spoofed
-97378,-172788,-117218,33123,117722,110248,Spoofed
-97377,-172787,-117217,33124,117723,110249,Spoofed
-97376,-172786,-117216,33125,117724,110250,Spoofed
-97375,-172785,-117215,33126,117725,110251,Spoofed
-97374,-172784,-117214,33127,117726,110252,Spoofed
-97373,-172783,-117213,33128,117727,110253,Spoofed
-97372,-172782,-117212,33129,117728,110254,Spoofed
-97371,-172781,-117211,33130,117729,110255,Spoofed
-97370,-172780,-117210,33131,117730,110256,Spoofed
-97369,-172779,-117209,33132,117731,110257,Spoofed
-97368,-172778,-117208,33133,117732,110258,Spoofed
-97367,-172777,-117207,33134,117733,110259,Spoofed
-97366,-172776,-117206,33135,117734,110260,Spoofed
-97365,-172775,-117205,33136,117735,110261,Spoofed
-97364,-172774,-117204,33137,117736,110262,Spoofed
-97363,-172773,-117203,33138,117737,110263,Spoofed
-97362,-172772,-117202,33139,117738,110264,Spoofed
-97361,-172771,-117201,33140,117739,110265,Spoofed
-97360,-172770,-117200,33141,117740,110266,Spoofed
-97359,-172769,-117199,33142,117741,110267,Spoofed
-97358,-172768,-117198,33143,117742,110268,Spoofed
-97357,-172767,-117197,33144,117743,110269,Spoofed
-97356,-172766,-117196,33145,117744,110270,Spoofed
-97355,-172765,-117195,33146,117745,110271,Spoofed
-97354,-172764,-117194,33147,117746,110272,Spoofed
-97353,-172763,-117193,33148,117747,110273,Spoofed
-97352,-172762,-117192,33149,117748,110274,Spoofed
-97351,-172761,-117191,33150,117749,110275,Spoofed
-97350,-172760,-117190,33151,117750,110276,Spoofed
-97349,-172759,-117189,33152,117751,110277,Spoofed
-97348,-172758,-117188,33153,117752,110278,Spoofed
-97347,-172757,-117187,33154,117753,110279,Spoofed
-97346,-172756,-117186,33155,117754,110280,Spoofed
-97345,-172755,-117185,33156,117755,110281,Spoofed
-97344,-172754,-117184,33157,117756,110282,Spoofed
-97343,-172753,-117183,33158,117757,110283,Spoofed
-97342,-172752,-117182,33159,117758,110284,Spoofed
-97341,-172751,-117181,33160,117759,110285,Spoofed
-97340,-172750,-117180,33161,117760,110286,Spoofed
-97339,-172749,-117179,33162,117761,110287,Spoofed
-97338,-172748,-117178,33163,117762,110288,Spoofed
-97337,-172747,-117177,33164,117763,110289,Spoofed
-97336,-172746,-117176,33165,117764,110290,Spoofed
-97335,-172745,-117175,33166,117765,110291,Spoofed
-97334,-172744,-117174,33167,117766,110292,Spoofed
-97333,-172743,-117173,33168,117767,110293,Spoofed
-97332,-172742,-117172,33169,117768,110294,Spoofed
-97331,-172741,-117171,33170,117769,110295,Spoofed
-97330,-172740,-117170,33171,117770,110296,Spoofed
-97329,-172739,-117169,33172,117771,110297,Spoofed
-97328,-172738,-117168,33173,117772,110298,Spoofed
-97327,-172737,-117167,33174,117773,110299,Spoofed
-97326,-172736,-117166,33175,117774,110300,Spoofed
-97325,-172735,-117165,33176,117775,110301,Spoofed
-97324,-172734,-117164,33177,117776,110302,Spoofed
-97323,-172733,-117163,33178,117777,110303,Spoofed
-97322,-172732,-117162,33179,117778,110304,Spoofed
-97321,-172731,-117161,33180,117779,110305,Spoofed
-97320,-172730,-117160,33181,117780,110306,Spoofed
-97319,-172729,-117159,33182,117781,110307,Spoofed
-97318,-172728,-117158,33183,117782,110308,Spoofed
-97317,-172727,-117157,33184,117783,110309,Spoofed
-97316,-172726,-117156,33185,117784,110310,Spoofed
-97315,-172725,-117155,33186,117785,110311,Spoofed
-97314,-172724,-117154,33187,117786,110312,Spoofed
-97313,-172723,-117153,33188,117787,110313,Spoofed
-97312,-172722,-117152,33189,117788,110314,Spoofed
-97311,-172721,-117151,33190,117789,110315,Spoofed
-97310,-172720,-117150,33191,117790,110316,Spoofed
-97309,-172719,-117149,33192,117791,110317,Spoofed
-97308,-172718,-117148,33193,117792,110318,Spoofed
-97307,-172717,-117147,33194,117793,110319,Spoofed
-97306,-172716,-117146,33195,117794,110320,Spoofed
-97305,-172715,-117145,33196,117795,110321,Spoofed
-97304,-172714,-117144,33197,117796,110322,Spoofed
-97303,-172713,-117143,33198,117797,110323,Spoofed
-97302,-172712,-117142,33199,117798,110324,Spoofed
-97301,-172711,-117141,33200,117799,110325,Spoofed
-97300,-172710,-117140,33201,117800,110326,Spoofed
-97299,-172709,-117139,33202,117801,110327,Spoofed
-97298,-172708,-117138,33203,117802,110328,Spoofed
-97297,-172707,-117137,33204,117803,110329,Spoofed
-97296,-172706,-117136,33205,117804,110330,Spoofed
-97295,-172705,-117135,33206,117805,110331,Spoofed
-97294,-172704,-117134,33207,117806,110332,Spoofed
-97293,-172703,-117133,33208,117807,110333,Spoofed
-97292,-172702,-117132,33209,117808,110334,Spoofed
-97291,-172701,-117131,33210,117809,110335,Spoofed
-97290,-172700,-117130,33211,117810,110336,Spoofed
-97289,-172699,-117129,33212,117811,110337,Spoofed
-97288,-172698,-117128,33213,117812,110338,Spoofed
-97287,-172697,-117127,33214,117813,110339,Spoofed
-97286,-172696,-117126,33215,117814,110340,Spoofed
-97285,-172695,-117125,33216,117815,110341,Spoofed
-97284,-172694,-117124,33217,117816,110342,Spoofed
-97283,-172693,-117123,33218,117817,110343,Spoofed
-97282,-172692,-117122,33219,117818,110344,Spoofed
-97281,-172691,-117121,33220,117819,110345,Spoofed
-97280,-172690,-117120,33221,117820,110346,Spoofed
-97279,-172689,-117119,33222,117821,110347,Spoofed
-97278,-172688,-117118,33223,117822,110348,Spoofed
-97277,-172687,-117117,33224,117823,110349,Spoofed
-97276,-172686,-117116,33225,117824,110350,Spoofed
-97275,-172685,-117115,33226,117825,110351,Spoofed
-97274,-172684,-117114,33227,117826,110352,Spoofed
-97273,-172683,-117113,33228,117827,110353,Spoofed
-97272,-172682,-117112,33229,117828,110354,Spoofed
-97271,-172681,-117111,33230,117829,110355,Spoofed
-97270,-172680,-117110,33231,117830,110356,Spoofed
-97269,-172679,-117109,33232,117831,110357,Spoofed
-97268,-172678,-117108,33233,117832,110358,Spoofed
-97267,-172677,-117107,33234,117833,110359,Spoofed
-97266,-172676,-117106,33235,117834,110360,Spoofed
-97265,-172675,-117105,33236,117835,110361,Spoofed
-97264,-172674,-117104,33237,117836,110362,Spoofed
-97263,-172673,-117103,33238,117837,110363,Spoofed
-97262,-172672,-117102,33239,117838,110364,Spoofed
-97261,-172671,-117101,33240,117839,110365,Spoofed
-97260,-172670,-117100,33241,117840,110366,Spoofed
-97259,-172669,-117099,33242,117841,110367,Spoofed
-97258,-172668,-117098,33243,117842,110368,Spoofed
-97257,-172667,-117097,33244,117843,110369,Spoofed
-97256,-172666,-117096,33245,117844,110370,Spoofed
-97255,-172665,-117095,33246,117845,110371,Spoofed
-97254,-172664,-117094,33247,117846,110372,Spoofed
-97253,-172663,-117093,33248,117847,110373,Spoofed
-97252,-172662,-117092,33249,117848,110374,Spoofed
-97251,-172661,-117091,33250,117849,110375,Spoofed
-97250,-172660,-117090,33251,117850,110376,Spoofed
-97249,-172659,-117089,33252,117851,110377,Spoofed
-97248,-172658,-117088,33253,117852,110378,Spoofed
-97247,-172657,-117087,33254,117853,110379,Spoofed
-97246,-172656,-117086,33255,117854,110380,Spoofed
-97245,-172655,-117085,33256,117855,110381,Spoofed
-97244,-172654,-117084,33257,117856,110382,Spoofed
-97243,-172653,-117083,33258,117857,110383,Spoofed
-97242,-172652,-117082,33259,117858,110384,Spoofed
-97241,-172651,-117081,33260,117859,110385,Spoofed
-97240,-172650,-117080,33261,117860,110386,Spoofed
-97239,-172649,-117079,33262,117861,110387,Spoofed
-97238,-172648,-117078,33263,117862,110388,Spoofed
-97237,-172647,-117077,33264,117863,110389,Spoofed
-97236,-172646,-117076,33265,117864,110390,Spoofed
-97235,-172645,-117075,33266,117865,110391,Spoofed
-97234,-172644,-117074,33267,117866,110392,Spoofed
-97233,-172643,-117073,33268,117867,110393,Spoofed
-97232,-172642,-117072,33269,117868,110394,Spoofed
-97231,-172641,-117071,33270,117869,110395,Spoofed
-97230,-172640,-117070,33271,117870,110396,Spoofed
-97229,-172639,-117069,33272,117871,110397,Spoofed
-97228,-172638,-117068,33273,117872,110398,Spoofed
-97227,-172637,-117067,33274,117873,110399,Spoofed
-97226,-172636,-117066,33275,117874,110400,Spoofed
-97225,-172635,-117065,33276,117875,110401,Spoofed
-97224,-172634,-117064,33277,117876,110402,Spoofed
-97223,-172633,-117063,33278,117877,110403,Spoofed
-97222,-172632,-117062,33279,117878,110404,Spoofed
-97221,-172631,-117061,33280,117879,110405,Spoofed
-97220,-172630,-117060,33281,117880,110406,Spoofed
-97219,-172629,-117059,33282,117881,110407,Spoofed
-97218,-172628,-117058,33283,117882,110408,Spoofed
-97217,-172627,-117057,33284,117883,110409,Spoofed
-97216,-172626,-117056,33285,117884,110410,Spoofed
-97215,-172625,-117055,33286,117885,110411,Spoofed
-97214,-172624,-117054,33287,117886,110412,Spoofed
-97213,-172623,-117053,33288,117887,110413,Spoofed
-97212,-172622,-117052,33289,117888,110414,Spoofed
-97211,-172621,-117051,33290,117889,110415,Spoofed
-97210,-172620,-117050,33291,117890,110416,Spoofed
-97209,-172619,-117049,33292,117891,110417,Spoofed
-97208,-172618,-117048,33293,117892,110418,Spoofed
-97207,-172617,-117047,33294,117893,110419,Spoofed
-97206,-172616,-117046,33295,117894,110420,Spoofed
-97205,-172615,-117045,33296,117895,110421,Spoofed
-97204,-172614,-117044,33297,117896,110422,Spoofed
-97203,-172613,-117043,33298,117897,110423,Spoofed
-97202,-172612,-117042,33299,117898,110424,Spoofed
-97201,-172611,-117041,33300,117899,110425,Spoofed
-97200,-172610,-117040,33301,117900,110426,Spoofed
-97199,-172609,-117039,33302,117901,110427,Spoofed
-97198,-172608,-117038,33303,117902,110428,Spoofed
-97197,-172607,-117037,33304,117903,110429,Spoofed
-97196,-172606,-117036,33305,117904,110430,Spoofed
-97195,-172605,-117035,33306,117905,110431,Spoofed
-97194,-172604,-117034,33307,117906,110432,Spoofed
-97193,-172603,-117033,33308,117907,110433,Spoofed
-97192,-172602,-117032,33309,117908,110434,Spoofed
-97191,-172601,-117031,33310,117909,110435,Spoofed
-97190,-172600,-117030,33311,117910,110436,Spoofed
-97189,-172599,-117029,33312,117911,110437,Spoofed
-97188,-172598,-117028,33313,117912,110438,Spoofed
-97187,-172597,-117027,33314,117913,110439,Spoofed
-97186,-172596,-117026,33315,117914,110440,Spoofed
-97185,-172595,-117025,33316,117915,110441,Spoofed
-97184,-172594,-117024,33317,117916,110442,Spoofed
-97183,-172593,-117023,33318,117917,110443,Spoofed
-97182,-172592,-117022,33319,117918,110444,Spoofed
-97181,-172591,-117021,33320,117919,110445,Spoofed
-97180,-172590,-117020,33321,117920,110446,Spoofed
-97179,-172589,-117019,33322,117921,110447,Spoofed
-97178,-172588,-117018,33323,117922,110448,Spoofed
-97177,-172587,-117017,33324,117923,110449,Spoofed
-97176,-172586,-117016,33325,117924,110450,Spoofed
-97175,-172585,-117015,33326,117925,110451,Spoofed
-97174,-172584,-117014,33327,117926,110452,Spoofed
-97173,-172583,-117013,33328,117927,110453,Spoofed
-97172,-172582,-117012,33329,117928,110454,Spoofed
-97171,-172581,-117011,33330,117929,110455,Spoofed
-97170,-172580,-117010,33331,117930,110456,Spoofed
-97169,-172579,-117009,33332,117931,110457,Spoofed
-97168,-172578,-117008,33333,117932,110458,Spoofed
-97167,-172577,-117007,33334,117933,110459,Spoofed
-97166,-172576,-117006,33335,117934,110460,Spoofed
-97165,-172575,-117005,33336,117935,110461,Spoofed
-97164,-172574,-117004,33337,117936,110462,Spoofed
-97163,-172573,-117003,33338,117937,110463,Spoofed
-97162,-172572,-117002,33339,117938,110464,Spoofed
-97161,-172571,-117001,33340,117939,110465,Spoofed
-97160,-172570,-117000,33341,117940,110466,Spoofed
-97159,-172569,-116999,33342,117941,110467,Spoofed
-97158,-172568,-116998,33343,117942,110468,Spoofed
-97157,-172567,-116997,33344,117943,110469,Spoofed
-97156,-172566,-116996,33345,117944,110470,Spoofed
-97155,-172565,-116995,33346,117945,110471,Spoofed
-97154,-172564,-116994,33347,117946,110472,Spoofed
-97153,-172563,-116993,33348,117947,110473,Spoofed
-97152,-172562,-116992,33349,117948,110474,Spoofed
-97151,-172561,-116991,33350,117949,110475,Spoofed
-97150,-172560,-116990,33351,117950,110476,Spoofed
-97149,-172559,-116989,33352,117951,110477,Spoofed
-97148,-172558,-116988,33353,117952,110478,Spoofed
-97147,-172557,-116987,33354,117953,110479,Spoofed
-97146,-172556,-116986,33355,117954,110480,Spoofed
-97145,-172555,-116985,33356,117955,110481,Spoofed
-97144,-172554,-116984,33357,117956,110482,Spoofed
-97143,-172553,-116983,33358,117957,110483,Spoofed
-97142,-172552,-116982,33359,117958,110484,Spoofed
-97141,-172551,-116981,33360,117959,110485,Spoofed
-97140,-172550,-116980,33361,117960,110486,Spoofed
-97139,-172549,-116979,33362,117961,110487,Spoofed
-97138,-172548,-116978,33363,117962,110488,Spoofed
-97137,-172547,-116977,33364,117963,110489,Spoofed
-97136,-172546,-116976,33365,117964,110490,Spoofed
-97135,-172545,-116975,33366,117965,110491,Spoofed
-97134,-172544,-116974,33367,117966,110492,Spoofed
-97133,-172543,-116973,33368,117967,110493,Spoofed
-97132,-172542,-116972,33369,117968,110494,Spoofed
-97131,-172541,-116971,33370,117969,110495,Spoofed
-97130,-172540,-116970,33371,117970,110496,Spoofed
-97129,-172539,-116969,33372,117971,110497,Spoofed
-97128,-172538,-116968,33373,117972,110498,Spoofed
-97127,-172537,-116967,33374,117973,110499,Spoofed
-97126,-172536,-116966,33375,117974,110500,Spoofed
-97125,-172535,-116965,33376,117975,110501,Spoofed
-97124,-172534,-116964,33377,117976,110502,Spoofed
-97123,-172533,-116963,33378,117977,110503,Spoofed
-97122,-172532,-116962,33379,117978,110504,Spoofed
-97121,-172531,-116961,33380,117979,110505,Spoofed
-97120,-172530,-116960,33381,117980,110506,Spoofed
-97119,-172529,-116959,33382,117981,110507,Spoofed
-97118,-172528,-116958,33383,117982,110508,Spoofed
-97117,-172527,-116957,33384,117983,110509,Spoofed
-97116,-172526,-116956,33385,117984,110510,Spoofed
-97115,-172525,-116955,33386,117985,110511,Spoofed
-97114,-172524,-116954,33387,117986,110512,Spoofed
-97113,-172523,-116953,33388,117987,110513,Spoofed
-97112,-172522,-116952,33389,117988,110514,Spoofed
-97111,-172521,-116951,33390,117989,110515,Spoofed
-97110,-172520,-116950,33391,117990,110516,Spoofed
-97109,-172519,-116949,33392,117991,110517,Spoofed
-97108,-172518,-116948,33393,117992,110518,Spoofed
-97107,-172517,-116947,33394,117993,110519,Spoofed
-97106,-172516,-116946,33395,117994,110520,Spoofed
-97105,-172515,-116945,33396,117995,110521,Spoofed
-97104,-172514,-116944,33397,117996,110522,Spoofed
-97103,-172513,-116943,33398,117997,110523,Spoofed
-97102,-172512,-116942,33399,117998,110524,Spoofed
-97101,-172511,-116941,33400,117999,110525,Spoofed
-97100,-172510,-116940,33401,118000,110526,Spoofed
-97099,-172509,-116939,33402,118001,110527,Spoofed
-97098,-172508,-116938,33403,118002,110528,Spoofed
-97097,-172507,-116937,33404,118003,110529,Spoofed
-97096,-172506,-116936,33405,118004,110530,Spoofed
-97095,-172505,-116935,33406,118005,110531,Spoofed
-97094,-172504,-116934,33407,118006,110532,Spoofed
-97093,-172503,-116933,33408,118007,110533,Spoofed
-97092,-172502,-116932,33409,118008,110534,Spoofed
-97091,-172501,-116931,33410,118009,110535,Spoofed
-97090,-172500,-116930,33411,118010,110536,Spoofed
-97089,-172499,-116929,33412,118011,110537,Spoofed
-97088,-172498,-116928,33413,118012,110538,Spoofed
-97087,-172497,-116927,33414,118013,110539,Spoofed
-97086,-172496,-116926,33415,118014,110540,Spoofed
-97085,-172495,-116925,33416,118015,110541,Spoofed
-97084,-172494,-116924,33417,118016,110542,Spoofed
-97083,-172493,-116923,33418,118017,110543,Spoofed
-97082,-172492,-116922,33419,118018,110544,Spoofed
-97081,-172491,-116921,33420,118019,110545,Spoofed
-97080,-172490,-116920,33421,118020,110546,Spoofed
-97079,-172489,-116919,33422,118021,110547,Spoofed
-97078,-172488,-116918,33423,118022,110548,Spoofed
-97077,-172487,-116917,33424,118023,110549,Spoofed
-97076,-172486,-116916,33425,118024,110550,Spoofed
-97075,-172485,-116915,33426,118025,110551,Spoofed
-97074,-172484,-116914,33427,118026,110552,Spoofed
-97073,-172483,-116913,33428,118027,110553,Spoofed
-97072,-172482,-116912,33429,118028,110554,Spoofed
-97071,-172481,-116911,33430,118029,110555,Spoofed
-97070,-172480,-116910,33431,118030,110556,Spoofed
-97069,-172479,-116909,33432,118031,110557,Spoofed
-97068,-172478,-116908,33433,118032,110558,Spoofed
-97067,-172477,-116907,33434,118033,110559,Spoofed
-97066,-172476,-116906,33435,118034,110560,Spoofed
-97065,-172475,-116905,33436,118035,110561,Spoofed
-97064,-172474,-116904,33437,118036,110562,Spoofed
-97063,-172473,-116903,33438,118037,110563,Spoofed
-97062,-172472,-116902,33439,118038,110564,Spoofed
-97061,-172471,-116901,33440,118039,110565,Spoofed
-97060,-172470,-116900,33441,118040,110566,Spoofed
-97059,-172469,-116899,33442,118041,110567,Spoofed
-97058,-172468,-116898,33443,118042,110568,Spoofed
-97057,-172467,-116897,33444,118043,110569,Spoofed
-97056,-172466,-116896,33445,118044,110570,Spoofed
-97055,-172465,-116895,33446,118045,110571,Spoofed
-97054,-172464,-116894,33447,118046,110572,Spoofed
-97053,-172463,-116893,33448,118047,110573,Spoofed
-97052,-172462,-116892,33449,118048,110574,Spoofed
-97051,-172461,-116891,33450,118049,110575,Spoofed
-97050,-172460,-116890,33451,118050,110576,Spoofed
-97049,-172459,-116889,33452,118051,110577,Spoofed
-97048,-172458,-116888,33453,118052,110578,Spoofed
-97047,-172457,-116887,33454,118053,110579,Spoofed
-97046,-172456,-116886,33455,118054,110580,Spoofed
-97045,-172455,-116885,33456,118055,110581,Spoofed
-97044,-172454,-116884,33457,118056,110582,Spoofed
-97043,-172453,-116883,33458,118057,110583,Spoofed
-97042,-172452,-116882,33459,118058,110584,Spoofed
-97041,-172451,-116881,33460,118059,110585,Spoofed
-97040,-172450,-116880,33461,118060,110586,Spoofed
-97039,-172449,-116879,33462,118061,110587,Spoofed
-97038,-172448,-116878,33463,118062,110588,Spoofed
-97037,-172447,-116877,33464,118063,110589,Spoofed
-97036,-172446,-116876,33465,118064,110590,Spoofed
-97035,-172445,-116875,33466,118065,110591,Spoofed
-97034,-172444,-116874,33467,118066,110592,Spoofed
-97033,-172443,-116873,33468,118067,110593,Spoofed
-97032,-172442,-116872,33469,118068,110594,Spoofed
-97031,-172441,-116871,33470,118069,110595,Spoofed
-97030,-172440,-116870,33471,118070,110596,Spoofed
-97029,-172439,-116869,33472,118071,110597,Spoofed
-97028,-172438,-116868,33473,118072,110598,Spoofed
-97027,-172437,-116867,33474,118073,110599,Spoofed
-97026,-172436,-116866,33475,118074,110600,Spoofed
-97025,-172435,-116865,33476,118075,110601,Spoofed
-97024,-172434,-116864,33477,118076,110602,Spoofed
-97023,-172433,-116863,33478,118077,110603,Spoofed
-97022,-172432,-116862,33479,118078,110604,Spoofed
-97021,-172431,-116861,33480,118079,110605,Spoofed
-97020,-172430,-116860,33481,118080,110606,Spoofed
-97019,-172429,-116859,33482,118081,110607,Spoofed
-97018,-172428,-116858,33483,118082,110608,Spoofed
-97017,-172427,-116857,33484,118083,110609,Spoofed
-97016,-172426,-116856,33485,118084,110610,Spoofed
-97015,-172425,-116855,33486,118085,110611,Spoofed
-97014,-172424,-116854,33487,118086,110612,Spoofed
-97013,-172423,-116853,33488,118087,110613,Spoofed
-97012,-172422,-116852,33489,118088,110614,Spoofed
-97011,-172421,-116851,33490,118089,110615,Spoofed
-97010,-172420,-116850,33491,118090,110616,Spoofed
-97009,-172419,-116849,33492,118091,110617,Spoofed
-97008,-172418,-116848,33493,118092,110618,Spoofed
-97007,-172417,-116847,33494,118093,110619,Spoofed
-97006,-172416,-116846,33495,118094,110620,Spoofed
-97005,-172415,-116845,33496,118095,110621,Spoofed
-97004,-172414,-116844,33497,118096,110622,Spoofed
-97003,-172413,-116843,33498,118097,110623,Spoofed
-97002,-172412,-116842,33499,118098,110624,Spoofed
-97001,-172411,-116841,33500,118099,110625,Spoofed
-97000,-172410,-116840,33501,118100,110626,Spoofed
-96999,-172409,-116839,33502,118101,110627,Spoofed
-96998,-172408,-116838,33503,118102,110628,Spoofed
-96997,-172407,-116837,33504,118103,110629,Spoofed
-96996,-172406,-116836,33505,118104,110630,Spoofed
-96995,-172405,-116835,33506,118105,110631,Spoofed
-96994,-172404,-116834,33507,118106,110632,Spoofed
-96993,-172403,-116833,33508,118107,110633,Spoofed
-96992,-172402,-116832,33509,118108,110634,Spoofed
-96991,-172401,-116831,33510,118109,110635,Spoofed
-96990,-172400,-116830,33511,118110,110636,Spoofed
-96989,-172399,-116829,33512,118111,110637,Spoofed
-96988,-172398,-116828,33513,118112,110638,Spoofed
-96987,-172397,-116827,33514,118113,110639,Spoofed
-96986,-172396,-116826,33515,118114,110640,Spoofed
-96985,-172395,-116825,33516,118115,110641,Spoofed
-96984,-172394,-116824,33517,118116,110642,Spoofed
-96983,-172393,-116823,33518,118117,110643,Spoofed
-96982,-172392,-116822,33519,118118,110644,Spoofed
-96981,-172391,-116821,33520,118119,110645,Spoofed
-96980,-172390,-116820,33521,118120,110646,Spoofed
-96979,-172389,-116819,33522,118121,110647,Spoofed
-96978,-172388,-116818,33523,118122,110648,Spoofed
-96977,-172387,-116817,33524,118123,110649,Spoofed
-96976,-172386,-116816,33525,118124,110650,Spoofed
-96975,-172385,-116815,33526,118125,110651,Spoofed
-96974,-172384,-116814,33527,118126,110652,Spoofed
-96973,-172383,-116813,33528,118127,110653,Spoofed
-96972,-172382,-116812,33529,118128,110654,Spoofed
-96971,-172381,-116811,33530,118129,110655,Spoofed
-96970,-172380,-116810,33531,118130,110656,Spoofed
-96969,-172379,-116809,33532,118131,110657,Spoofed
-96968,-172378,-116808,33533,118132,110658,Spoofed
-96967,-172377,-116807,33534,118133,110659,Spoofed
-96966,-172376,-116806,33535,118134,110660,Spoofed
-96965,-172375,-116805,33536,118135,110661,Spoofed
-96964,-172374,-116804,33537,118136,110662,Spoofed
-96963,-172373,-116803,33538,118137,110663,Spoofed
-96962,-172372,-116802,33539,118138,110664,Spoofed
-96961,-172371,-116801,33540,118139,110665,Spoofed
-96960,-172370,-116800,33541,118140,110666,Spoofed
-96959,-172369,-116799,33542,118141,110667,Spoofed
-96958,-172368,-116798,33543,118142,110668,Spoofed
-96957,-172367,-116797,33544,118143,110669,Spoofed
-96956,-172366,-116796,33545,118144,110670,Spoofed
-96955,-172365,-116795,33546,118145,110671,Spoofed
-96954,-172364,-116794,33547,118146,110672,Spoofed
-96953,-172363,-116793,33548,118147,110673,Spoofed
-96952,-172362,-116792,33549,118148,110674,Spoofed
-96951,-172361,-116791,33550,118149,110675,Spoofed
-96950,-172360,-116790,33551,118150,110676,Spoofed
-96949,-172359,-116789,33552,118151,110677,Spoofed
-96948,-172358,-116788,33553,118152,110678,Spoofed
-96947,-172357,-116787,33554,118153,110679,Spoofed
-96946,-172356,-116786,33555,118154,110680,Spoofed
-96945,-172355,-116785,33556,118155,110681,Spoofed
-96944,-172354,-116784,33557,118156,110682,Spoofed
-96943,-172353,-116783,33558,118157,110683,Spoofed
-96942,-172352,-116782,33559,118158,110684,Spoofed
-96941,-172351,-116781,33560,118159,110685,Spoofed
-96940,-172350,-116780,33561,118160,110686,Spoofed
-96939,-172349,-116779,33562,118161,110687,Spoofed
-96938,-172348,-116778,33563,118162,110688,Spoofed
-96937,-172347,-116777,33564,118163,110689,Spoofed
-96936,-172346,-116776,33565,118164,110690,Spoofed
-96935,-172345,-116775,33566,118165,110691,Spoofed
-96934,-172344,-116774,33567,118166,110692,Spoofed
-96933,-172343,-116773,33568,118167,110693,Spoofed
-96932,-172342,-116772,33569,118168,110694,Spoofed
-96931,-172341,-116771,33570,118169,110695,Spoofed
-96930,-172340,-116770,33571,118170,110696,Spoofed
-96929,-172339,-116769,33572,118171,110697,Spoofed
-96928,-172338,-116768,33573,118172,110698,Spoofed
-96927,-172337,-116767,33574,118173,110699,Spoofed
-96926,-172336,-116766,33575,118174,110700,Spoofed
-96925,-172335,-116765,33576,118175,110701,Spoofed
-96924,-172334,-116764,33577,118176,110702,Spoofed
-96923,-172333,-116763,33578,118177,110703,Spoofed
-96922,-172332,-116762,33579,118178,110704,Spoofed
-96921,-172331,-116761,33580,118179,110705,Spoofed
-96920,-172330,-116760,33581,118180,110706,Spoofed
-96919,-172329,-116759,33582,118181,110707,Spoofed
-96918,-172328,-116758,33583,118182,110708,Spoofed
-96917,-172327,-116757,33584,118183,110709,Spoofed
-96916,-172326,-116756,33585,118184,110710,Spoofed
-96915,-172325,-116755,33586,118185,110711,Spoofed
-96914,-172324,-116754,33587,118186,110712,Spoofed
-96913,-172323,-116753,33588,118187,110713,Spoofed
-96912,-172322,-116752,33589,118188,110714,Spoofed
-96911,-172321,-116751,33590,118189,110715,Spoofed
-96910,-172320,-116750,33591,118190,110716,Spoofed
-96909,-172319,-116749,33592,118191,110717,Spoofed
-96908,-172318,-116748,33593,118192,110718,Spoofed
-96907,-172317,-116747,33594,118193,110719,Spoofed
-96906,-172316,-116746,33595,118194,110720,Spoofed
-96905,-172315,-116745,33596,118195,110721,Spoofed
-96904,-172314,-116744,33597,118196,110722,Spoofed
-96903,-172313,-116743,33598,118197,110723,Spoofed
-96902,-172312,-116742,33599,118198,110724,Spoofed
