I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-77446,-147608,-134928,-259408,-35829,188312,Spoofed
-77445,-147607,-134927,-259407,-35828,188313,Spoofed
-77444,-147606,-134926,-259406,-35827,188314,Spoofed
-77443,-147605,-134925,-259405,-35826,188315,Spoofed
-77442,-147604,-134924,-259404,-35825,188316,Spoofed
-77441,-147603,-134923,-259403,-35824,188317,Spoofed
-77440,-147602,-134922,-259402,-35823,188318,Spoofed
-77439,-147601,-134921,-259401,-35822,188319,Spoofed
-77438,-147600,-134920,-259400,-35821,188320,Spoofed
-77437,-147599,-134919,-259399,-35820,188321,Spoofed
-77436,-147598,-134918,-259398,-35819,188322,Spoofed
-77435,-147597,-134917,-259397,-35818,188323,Spoofed
-77434,-147596,-134916,-259396,-35817,188324,Spoofed
-77433,-147595,-134915,-259395,-35816,188325,Spoofed
-77432,-147594,-134914,-259394,-35815,188326,Spoofed
-77431,-147593,-134913,-259393,-35814,188327,Spoofed
-77430,-147592,-134912,-259392,-35813,188328,Spoofed
-77429,-147591,-134911,-259391,-35812,188329,Spoofed
-77428,-147590,-134910,-259390,-35811,188330,Spoofed
-77427,-147589,-134909,-259389,-35810,188331,Spoofed
-77426,-147588,-134908,-259388,-35809,188332,Spoofed
-77425,-147587,-134907,-259387,-35808,188333,Spoofed
-77424,-147586,-134906,-259386,-35807,188334,Spoofed
-77423,-147585,-134905,-259385,-35806,188335,Spoofed
-77422,-147584,-134904,-259384,-35805,188336,Spoofed
-77421,-147583,-134903,-259383,-35804,188337,Spoofed
-77420,-147582,-134902,-259382,-35803,188338,Spoofed
-77419,-147581,-134901,-259381,-35802,188339,Spoofed
-77418,-147580,-134900,-259380,-35801,188340,Spoofed
-77417,-147579,-134899,-259379,-35800,188341,Spoofed
-77416,-147578,-134898,-259378,-35799,188342,Spoofed
-77415,-147577,-134897,-259377,-35798,188343,Spoofed
-77414,-147576,-134896,-259376,-35797,188344,Spoofed
-77413,-147575,-134895,-259375,-35796,188345,Spoofed
-77412,-147574,-134894,-259374,-35795,188346,Spoofed
-77411,-147573,-134893,-259373,-35794,188347,Spoofed
-77410,-147572,-134892,-259372,-35793,188348,Spoofed
-77409,-147571,-134891,-259371,-35792,188349,Spoofed
-77408,-147570,-134890,-259370,-35791,188350,Spoofed
-77407,-147569,-134889,-259369,-35790,188351,Spoofed
-77406,-147568,-134888,-259368,-35789,188352,Spoofed
-77405,-147567,-134887,-259367,-35788,188353,Spoofed
-77404,-147566,-134886,-259366,-35787,188354,Spoofed
-77403,-147565,-134885,-259365,-35786,188355,Spoofed
-77402,-147564,-134884,-259364,-35785,188356,Spoofed
-77401,-147563,-134883,-259363,-35784,188357,Spoofed
-77400,-147562,-134882,-259362,-35783,188358,Spoofed
-77399,-147561,-134881,-259361,-35782,188359,Spoofed
-77398,-147560,-134880,-259360,-35781,188360,Spoofed
-77397,-147559,-134879,-259359,-35780,188361,Spoofed
-77396,-147558,-134878,-259358,-35779,188362,Spoofed
-77395,-147557,-134877,-259357,-35778,188363,Spoofed
-77394,-147556,-134876,-259356,-35777,188364,Spoofed
-77393,-147555,-134875,-259355,-35776,188365,Spoofed
-77392,-147554,-134874,-259354,-35775,188366,Spoofed
-77391,-147553,-134873,-259353,-35774,188367,Spoofed
-77390,-147552,-134872,-259352,-35773,188368,Spoofed
-77389,-147551,-134871,-259351,-35772,188369,Spoofed
-77388,-147550,-134870,-259350,-35771,188370,Spoofed
-77387,-147549,-134869,-259349,-35770,188371,Spoofed
-77386,-147548,-134868,-259348,-35769,188372,Spoofed
-77385,-147547,-134867,-259347,-35768,188373,Spoofed
-77384,-147546,-134866,-259346,-35767,188374,Spoofed
-77383,-147545,-134865,-259345,-35766,188375,Spoofed
-77382,-147544,-134864,-259344,-35765,188376,Spoofed
-77381,-147543,-134863,-259343,-35764,188377,Spoofed
-77380,-147542,-134862,-259342,-35763,188378,Spoofed
-77379,-147541,-134861,-259341,-35762,188379,Spoofed
-77378,-147540,-134860,-259340,-35761,188380,Spoofed
-77377,-147539,-134859,-259339,-35760,188381,Spoofed
-77376,-147538,-134858,-259338,-35759,188382,Spoofed
-77375,-147537,-134857,-259337,-35758,188383,Spoofed
-77374,-147536,-134856,-259336,-35757,188384,Spoofed
-77373,-147535,-134855,-259335,-35756,188385,Spoofed
-77372,-147534,-134854,-259334,-35755,188386,Spoofed
-77371,-147533,-134853,-259333,-35754,188387,Spoofed
-77370,-147532,-134852,-259332,-35753,188388,Spoofed
-77369,-147531,-134851,-259331,-35752,188389,Spoofed
-77368,-147530,-134850,-259330,-35751,188390,Spoofed
-77367,-147529,-134849,-259329,-35750,188391,Spoofed
-77366,-147528,-134848,-259328,-35749,188392,Spoofed
-77365,-147527,-134847,-259327,-35748,188393,Spoofed
-77364,-147526,-134846,-259326,-35747,188394,Spoofed
-77363,-147525,-134845,-259325,-35746,188395,Spoofed
-77362,-147524,-134844,-259324,-35745,188396,Spoofed
-77361,-147523,-134843,-259323,-35744,188397,Spoofed
-77360,-147522,-134842,-259322,-35743,188398,Spoofed
-77359,-147521,-134841,-259321,-35742,188399,Spoofed
-77358,-147520,-134840,-259320,-35741,188400,Spoofed
-77357,-147519,-134839,-259319,-35740,188401,Spoofed
-77356,-147518,-134838,-259318,-35739,188402,Spoofed
-77355,-147517,-134837,-259317,-35738,188403,Spoofed
-77354,-147516,-134836,-259316,-35737,188404,Spoofed
-77353,-147515,-134835,-259315,-35736,188405,Spoofed
-77352,-147514,-134834,-259314,-35735,188406,Spoofed
-77351,-147513,-134833,-259313,-35734,188407,Spoofed
-77350,-147512,-134832,-259312,-35733,188408,Spoofed
-77349,-147511,-134831,-259311,-35732,188409,Spoofed
-77348,-147510,-134830,-259310,-35731,188410,Spoofed
-77347,-147509,-134829,-259309,-35730,188411,Spoofed
-77346,-147508,-134828,-259308,-35729,188412,Spoofed
-77345,-147507,-134827,-259307,-35728,188413,Spoofed
-77344,-147506,-134826,-259306,-35727,188414,Spoofed
-77343,-147505,-134825,-259305,-35726,188415,Spoofed
-77342,-147504,-134824,-259304,-35725,188416,Spoofed
-77341,-147503,-134823,-259303,-35724,188417,Spoofed
-77340,-147502,-134822,-259302,-35723,188418,Spoofed
-77339,-147501,-134821,-259301,-35722,188419,Spoofed
-77338,-147500,-134820,-259300,-35721,188420,Spoofed
-77337,-147499,-134819,-259299,-35720,188421,Spoofed
-77336,-147498,-134818,-259298,-35719,188422,Spoofed
-77335,-147497,-134817,-259297,-35718,188423,Spoofed
-77334,-147496,-134816,-259296,-35717,188424,Spoofed
-77333,-147495,-134815,-259295,-35716,188425,Spoofed
-77332,-147494,-134814,-259294,-35715,188426,Spoofed
-77331,-147493,-134813,-259293,-35714,188427,Spoofed
-77330,-147492,-134812,-259292,-35713,188428,Spoofed
-77329,-147491,-134811,-259291,-35712,188429,Spoofed
-77328,-147490,-134810,-259290,-35711,188430,Spoofed
-77327,-147489,-134809,-259289,-35710,188431,Spoofed
-77326,-147488,-134808,-259288,-35709,188432,Spoofed
-77325,-147487,-134807,-259287,-35708,188433,Spoofed
-77324,-147486,-134806,-259286,-35707,188434,Spoofed
-77323,-147485,-134805,-259285,-35706,188435,Spoofed
-77322,-147484,-134804,-259284,-35705,188436,Spoofed
-77321,-147483,-134803,-259283,-35704,188437,Spoofed
-77320,-147482,-134802,-259282,-35703,188438,Spoofed
-77319,-147481,-134801,-259281,-35702,188439,Spoofed
-77318,-147480,-134800,-259280,-35701,188440,Spoofed
-77317,-147479,-134799,-259279,-35700,188441,Spoofed
-77316,-147478,-134798,-259278,-35699,188442,Spoofed
-77315,-147477,-134797,-259277,-35698,188443,Spoofed
-77314,-147476,-134796,-259276,-35697,188444,Spoofed
-77313,-147475,-134795,-259275,-35696,188445,Spoofed
-77312,-147474,-134794,-259274,-35695,188446,Spoofed
-77311,-147473,-134793,-259273,-35694,188447,Spoofed
-77310,-147472,-134792,-259272,-35693,188448,Spoofed
-77309,-147471,-134791,-259271,-35692,188449,Spoofed
-77308,-147470,-134790,-259270,-35691,188450,Spoofed
-77307,-147469,-134789,-259269,-35690,188451,Spoofed
-77306,-147468,-134788,-259268,-35689,188452,Spoofed
-77305,-147467,-134787,-259267,-35688,188453,Spoofed
-77304,-147466,-134786,-259266,-35687,188454,Spoofed
-77303,-147465,-134785,-259265,-35686,188455,Spoofed
-77302,-147464,-134784,-259264,-35685,188456,Spoofed
-77301,-147463,-134783,-259263,-35684,188457,Spoofed
-77300,-147462,-134782,-259262,-35683,188458,Spoofed
-77299,-147461,-134781,-259261,-35682,188459,Spoofed
-77298,-147460,-134780,-259260,-35681,188460,Spoofed
-77297,-147459,-134779,-259259,-35680,188461,Spoofed
-77296,-147458,-134778,-259258,-35679,188462,Spoofed
-77295,-147457,-134777,-259257,-35678,188463,Spoofed
-77294,-147456,-134776,-259256,-35677,188464,Spoofed
-77293,-147455,-134775,-259255,-35676,188465,Spoofed
-77292,-147454,-134774,-259254,-35675,188466,Spoofed
-77291,-147453,-134773,-259253,-35674,188467,Spoofed
-77290,-147452,-134772,-259252,-35673,188468,Spoofed
-77289,-147451,-134771,-259251,-35672,188469,Spoofed
-77288,-147450,-134770,-259250,-35671,188470,Spoofed
-77287,-147449,-134769,-259249,-35670,188471,Spoofed
-77286,-147448,-134768,-259248,-35669,188472,Spoofed
-77285,-147447,-134767,-259247,-35668,188473,Spoofed
-77284,-147446,-134766,-259246,-35667,188474,Spoofed
-77283,-147445,-134765,-259245,-35666,188475,Spoofed
-77282,-147444,-134764,-259244,-35665,188476,Spoofed
-77281,-147443,-134763,-259243,-35664,188477,Spoofed
-77280,-147442,-134762,-259242,-35663,188478,Spoofed
-77279,-147441,-134761,-259241,-35662,188479,Spoofed
-77278,-147440,-134760,-259240,-35661,188480,Spoofed
-77277,-147439,-134759,-259239,-35660,188481,Spoofed
-77276,-147438,-134758,-259238,-35659,188482,Spoofed
-77275,-147437,-134757,-259237,-35658,188483,Spoofed
-77274,-147436,-134756,-259236,-35657,188484,Spoofed
-77273,-147435,-134755,-259235,-35656,188485,Spoofed
-77272,-147434,-134754,-259234,-35655,188486,Spoofed
-77271,-147433,-134753,-259233,-35654,188487,Spoofed
-77270,-147432,-134752,-259232,-35653,188488,Spoofed
-77269,-147431,-134751,-259231,-35652,188489,Spoofed
-77268,-147430,-134750,-259230,-35651,188490,Spoofed
-77267,-147429,-134749,-259229,-35650,188491,Spoofed
-77266,-147428,-134748,-259228,-35649,188492,Spoofed
-77265,-147427,-134747,-259227,-35648,188493,Spoofed
-77264,-147426,-134746,-259226,-35647,188494,Spoofed
-77263,-147425,-134745,-259225,-35646,188495,Spoofed
-77262,-147424,-134744,-259224,-35645,188496,Spoofed
-77261,-147423,-134743,-259223,-35644,188497,Spoofed
-77260,-147422,-134742,-259222,-35643,188498,Spoofed
-77259,-147421,-134741,-259221,-35642,188499,Spoofed
-77258,-147420,-134740,-259220,-35641,188500,Spoofed
-77257,-147419,-134739,-259219,-35640,188501,Spoofed
-77256,-147418,-134738,-259218,-35639,188502,Spoofed
-77255,-147417,-134737,-259217,-35638,188503,Spoofed
-77254,-147416,-134736,-259216,-35637,188504,Spoofed
-77253,-147415,-134735,-259215,-35636,188505,Spoofed
-77252,-147414,-134734,-259214,-35635,188506,Spoofed
-77251,-147413,-134733,-259213,-35634,188507,Spoofed
-77250,-147412,-134732,-259212,-35633,188508,Spoofed
-77249,-147411,-134731,-259211,-35632,188509,Spoofed
-77248,-147410,-134730,-259210,-35631,188510,Spoofed
-77247,-147409,-134729,-259209,-35630,188511,Spoofed
-77246,-147408,-134728,-259208,-35629,188512,Spoofed
-77245,-147407,-134727,-259207,-35628,188513,Spoofed
-77244,-147406,-134726,-259206,-35627,188514,Spoofed
-77243,-147405,-134725,-259205,-35626,188515,Spoofed
-77242,-147404,-134724,-259204,-35625,188516,Spoofed
-77241,-147403,-134723,-259203,-35624,188517,Spoofed
-77240,-147402,-134722,-259202,-35623,188518,Spoofed
-77239,-147401,-134721,-259201,-35622,188519,Spoofed
-77238,-147400,-134720,-259200,-35621,188520,Spoofed
-77237,-147399,-134719,-259199,-35620,188521,Spoofed
-77236,-147398,-134718,-259198,-35619,188522,Spoofed
-77235,-147397,-134717,-259197,-35618,188523,Spoofed
-77234,-147396,-134716,-259196,-35617,188524,Spoofed
-77233,-147395,-134715,-259195,-35616,188525,Spoofed
-77232,-147394,-134714,-259194,-35615,188526,Spoofed
-77231,-147393,-134713,-259193,-35614,188527,Spoofed
-77230,-147392,-134712,-259192,-35613,188528,Spoofed
-77229,-147391,-134711,-259191,-35612,188529,Spoofed
-77228,-147390,-134710,-259190,-35611,188530,Spoofed
-77227,-147389,-134709,-259189,-35610,188531,Spoofed
-77226,-147388,-134708,-259188,-35609,188532,Spoofed
-77225,-147387,-134707,-259187,-35608,188533,Spoofed
-77224,-147386,-134706,-259186,-35607,188534,Spoofed
-77223,-147385,-134705,-259185,-35606,188535,Spoofed
-77222,-147384,-134704,-259184,-35605,188536,Spoofed
-77221,-147383,-134703,-259183,-35604,188537,Spoofed
-77220,-147382,-134702,-259182,-35603,188538,Spoofed
-77219,-147381,-134701,-259181,-35602,188539,Spoofed
-77218,-147380,-134700,-259180,-35601,188540,Spoofed
-77217,-147379,-134699,-259179,-35600,188541,Spoofed
-77216,-147378,-134698,-259178,-35599,188542,Spoofed
-77215,-147377,-134697,-259177,-35598,188543,Spoofed
-77214,-147376,-134696,-259176,-35597,188544,Spoofed
-77213,-147375,-134695,-259175,-35596,188545,Spoofed
-77212,-147374,-134694,-259174,-35595,188546,Spoofed
-77211,-147373,-134693,-259173,-35594,188547,Spoofed
-77210,-147372,-134692,-259172,-35593,188548,Spoofed
-77209,-147371,-134691,-259171,-35592,188549,Spoofed
-77208,-147370,-134690,-259170,-35591,188550,Spoofed
-77207,-147369,-134689,-259169,-35590,188551,Spoofed
-77206,-147368,-134688,-259168,-35589,188552,Spoofed
-77205,-147367,-134687,-259167,-35588,188553,Spoofed
-77204,-147366,-134686,-259166,-35587,188554,Spoofed
-77203,-147365,-134685,-259165,-35586,188555,Spoofed
-77202,-147364,-134684,-259164,-35585,188556,Spoofed
-77201,-147363,-134683,-259163,-35584,188557,Spoofed
-77200,-147362,-134682,-259162,-35583,188558,Spoofed
-77199,-147361,-134681,-259161,-35582,188559,Spoofed
-77198,-147360,-134680,-259160,-35581,188560,Spoofed
-77197,-147359,-134679,-259159,-35580,188561,Spoofed
-77196,-147358,-134678,-259158,-35579,188562,Spoofed
-77195,-147357,-134677,-259157,-35578,188563,Spoofed
-77194,-147356,-134676,-259156,-35577,188564,Spoofed
-77193,-147355,-134675,-259155,-35576,188565,Spoofed
-77192,-147354,-134674,-259154,-35575,188566,Spoofed
-77191,-147353,-134673,-259153,-35574,188567,Spoofed
-77190,-147352,-134672,-259152,-35573,188568,Spoofed
-77189,-147351,-134671,-259151,-35572,188569,Spoofed
-77188,-147350,-134670,-259150,-35571,188570,Spoofed
-77187,-147349,-134669,-259149,-35570,188571,Spoofed
-77186,-147348,-134668,-259148,-35569,188572,Spoofed
-77185,-147347,-134667,-259147,-35568,188573,Spoofed
-77184,-147346,-134666,-259146,-35567,188574,Spoofed
-77183,-147345,-134665,-259145,-35566,188575,Spoofed
-77182,-147344,-134664,-259144,-35565,188576,Spoofed
-77181,-147343,-134663,-259143,-35564,188577,Spoofed
-77180,-147342,-134662,-259142,-35563,188578,Spoofed
-77179,-147341,-134661,-259141,-35562,188579,Spoofed
-77178,-147340,-134660,-259140,-35561,188580,Spoofed
-77177,-147339,-134659,-259139,-35560,188581,Spoofed
-77176,-147338,-134658,-259138,-35559,188582,Spoofed
-77175,-147337,-134657,-259137,-35558,188583,Spoofed
-77174,-147336,-134656,-259136,-35557,188584,Spoofed
-77173,-147335,-134655,-259135,-35556,188585,Spoofed
-77172,-147334,-134654,-259134,-35555,188586,Spoofed
-77171,-147333,-134653,-259133,-35554,188587,Spoofed
-77170,-147332,-134652,-259132,-35553,188588,Spoofed
-77169,-147331,-134651,-259131,-35552,188589,Spoofed
-77168,-147330,-134650,-259130,-35551,188590,Spoofed
-77167,-147329,-134649,-259129,-35550,188591,Spoofed
-77166,-147328,-134648,-259128,-35549,188592,Spoofed
-77165,-147327,-134647,-259127,-35548,188593,Spoofed
-77164,-147326,-134646,-259126,-35547,188594,Spoofed
-77163,-147325,-134645,-259125,-35546,188595,Spoofed
-77162,-147324,-134644,-259124,-35545,188596,Spoofed
-77161,-147323,-134643,-259123,-35544,188597,Spoofed
-77160,-147322,-134642,-259122,-35543,188598,Spoofed
-77159,-147321,-134641,-259121,-35542,188599,Spoofed
-77158,-147320,-134640,-259120,-35541,188600,Spoofed
-77157,-147319,-134639,-259119,-35540,188601,Spoofed
-77156,-147318,-134638,-259118,-35539,188602,Spoofed
-77155,-147317,-134637,-259117,-35538,188603,Spoofed
-77154,-147316,-134636,-259116,-35537,188604,Spoofed
-77153,-147315,-134635,-259115,-35536,188605,Spoofed
-77152,-147314,-134634,-259114,-35535,188606,Spoofed
-77151,-147313,-134633,-259113,-35534,188607,Spoofed
-77150,-147312,-134632,-259112,-35533,188608,Spoofed
-77149,-147311,-134631,-259111,-35532,188609,Spoofed
-77148,-147310,-134630,-259110,-35531,188610,Spoofed
-77147,-147309,-134629,-259109,-35530,188611,Spoofed
-77146,-147308,-134628,-259108,-35529,188612,Spoofed
-77145,-147307,-134627,-259107,-35528,188613,Spoofed
-77144,-147306,-134626,-259106,-35527,188614,Spoofed
-77143,-147305,-134625,-259105,-35526,188615,Spoofed
-77142,-147304,-134624,-259104,-35525,188616,Spoofed
-77141,-147303,-134623,-259103,-35524,188617,Spoofed
-77140,-147302,-134622,-259102,-35523,188618,Spoofed
-77139,-147301,-134621,-259101,-35522,188619,Spoofed
-77138,-147300,-134620,-259100,-35521,188620,Spoofed
-77137,-147299,-134619,-259099,-35520,188621,Spoofed
-77136,-147298,-134618,-259098,-35519,188622,Spoofed
-77135,-147297,-134617,-259097,-35518,188623,Spoofed
-77134,-147296,-134616,-259096,-35517,188624,Spoofed
-77133,-147295,-134615,-259095,-35516,188625,Spoofed
-77132,-147294,-134614,-259094,-35515,188626,Spoofed
-77131,-147293,-134613,-259093,-35514,188627,Spoofed
-77130,-147292,-134612,-259092,-35513,188628,Spoofed
-77129,-147291,-134611,-259091,-35512,188629,Spoofed
-77128,-147290,-134610,-259090,-35511,188630,Spoofed
-77127,-147289,-134609,-259089,-35510,188631,Spoofed
-77126,-147288,-134608,-259088,-35509,188632,Spoofed
-77125,-147287,-134607,-259087,-35508,188633,Spoofed
-77124,-147286,-134606,-259086,-35507,188634,Spoofed
-77123,-147285,-134605,-259085,-35506,188635,Spoofed
-77122,-147284,-134604,-259084,-35505,188636,Spoofed
-77121,-147283,-134603,-259083,-35504,188637,Spoofed
-77120,-147282,-134602,-259082,-35503,188638,Spoofed
-77119,-147281,-134601,-259081,-35502,188639,Spoofed
-77118,-147280,-134600,-259080,-35501,188640,Spoofed
-77117,-147279,-134599,-259079,-35500,188641,Spoofed
-77116,-147278,-134598,-259078,-35499,188642,Spoofed
-77115,-147277,-134597,-259077,-35498,188643,Spoofed
-77114,-147276,-134596,-259076,-35497,188644,Spoofed
-77113,-147275,-134595,-259075,-35496,188645,Spoofed
-77112,-147274,-134594,-259074,-35495,188646,Spoofed
-77111,-147273,-134593,-259073,-35494,188647,Spoofed
-77110,-147272,-134592,-259072,-35493,188648,Spoofed
-77109,-147271,-134591,-259071,-35492,188649,Spoofed
-77108,-147270,-134590,-259070,-35491,188650,Spoofed
-77107,-147269,-134589,-259069,-35490,188651,Spoofed
-77106,-147268,-134588,-259068,-35489,188652,Spoofed
-77105,-147267,-134587,-259067,-35488,188653,Spoofed
-77104,-147266,-134586,-259066,-35487,188654,Spoofed
-77103,-147265,-134585,-259065,-35486,188655,Spoofed
-77102,-147264,-134584,-259064,-35485,188656,Spoofed
-77101,-147263,-134583,-259063,-35484,188657,Spoofed
-77100,-147262,-134582,-259062,-35483,188658,Spoofed
-77099,-147261,-134581,-259061,-35482,188659,Spoofed
-77098,-147260,-134580,-259060,-35481,188660,Spoofed
-77097,-147259,-134579,-259059,-35480,188661,Spoofed
-77096,-147258,-134578,-259058,-35479,188662,Spoofed
-77095,-147257,-134577,-259057,-35478,188663,Spoofed
-77094,-147256,-134576,-259056,-35477,188664,Spoofed
-77093,-147255,-134575,-259055,-35476,188665,Spoofed
-77092,-147254,-134574,-259054,-35475,188666,Spoofed
-77091,-147253,-134573,-259053,-35474,188667,Spoofed
-77090,-147252,-134572,-259052,-35473,188668,Spoofed
-77089,-147251,-134571,-259051,-35472,188669,Spoofed
-77088,-147250,-134570,-259050,-35471,188670,Spoofed
-77087,-147249,-134569,-259049,-35470,188671,Spoofed
-77086,-147248,-134568,-259048,-35469,188672,Spoofed
-77085,-147247,-134567,-259047,-35468,188673,Spoofed
-77084,-147246,-134566,-259046,-35467,188674,Spoofed
-77083,-147245,-134565,-259045,-35466,188675,Spoofed
-77082,-147244,-134564,-259044,-35465,188676,Spoofed
-77081,-147243,-134563,-259043,-35464,188677,Spoofed
-77080,-147242,-134562,-259042,-35463,188678,Spoofed
-77079,-147241,-134561,-259041,-35462,188679,Spoofed
-77078,-147240,-134560,-259040,-35461,188680,Spoofed
-77077,-147239,-134559,-259039,-35460,188681,Spoofed
-77076,-147238,-134558,-259038,-35459,188682,Spoofed
-77075,-147237,-134557,-259037,-35458,188683,Spoofed
-77074,-147236,-134556,-259036,-35457,188684,Spoofed
-77073,-147235,-134555,-259035,-35456,188685,Spoofed
-77072,-147234,-134554,-259034,-35455,188686,Spoofed
-77071,-147233,-134553,-259033,-35454,188687,Spoofed
-77070,-147232,-134552,-259032,-35453,188688,Spoofed
-77069,-147231,-134551,-259031,-35452,188689,Spoofed
-77068,-147230,-134550,-259030,-35451,188690,Spoofed
-77067,-147229,-134549,-259029,-35450,188691,Spoofed
-77066,-147228,-134548,-259028,-35449,188692,Spoofed
-77065,-147227,-134547,-259027,-35448,188693,Spoofed
-77064,-147226,-134546,-259026,-35447,188694,Spoofed
-77063,-147225,-134545,-259025,-35446,188695,Spoofed
-77062,-147224,-134544,-259024,-35445,188696,Spoofed
-77061,-147223,-134543,-259023,-35444,188697,Spoofed
-77060,-147222,-134542,-259022,-35443,188698,Spoofed
-77059,-147221,-134541,-259021,-35442,188699,Spoofed
-77058,-147220,-134540,-259020,-35441,188700,Spoofed
-77057,-147219,-134539,-259019,-35440,188701,Spoofed
-77056,-147218,-134538,-259018,-35439,188702,Spoofed
-77055,-147217,-134537,-259017,-35438,188703,Spoofed
-77054,-147216,-134536,-259016,-35437,188704,Spoofed
-77053,-147215,-134535,-259015,-35436,188705,Spoofed
-77052,-147214,-134534,-259014,-35435,188706,Spoofed
-77051,-147213,-134533,-259013,-35434,188707,Spoofed
-77050,-147212,-134532,-259012,-35433,188708,Spoofed
-77049,-147211,-134531,-259011,-35432,188709,Spoofed
-77048,-147210,-134530,-259010,-35431,188710,Spoofed
-77047,-147209,-134529,-259009,-35430,188711,Spoofed
-77046,-147208,-134528,-259008,-35429,188712,Spoofed
-77045,-147207,-134527,-259007,-35428,188713,Spoofed
-77044,-147206,-134526,-259006,-35427,188714,Spoofed
-77043,-147205,-134525,-259005,-35426,188715,Spoofed
-77042,-147204,-134524,-259004,-35425,188716,Spoofed
-77041,-147203,-134523,-259003,-35424,188717,Spoofed
-77040,-147202,-134522,-259002,-35423,188718,Spoofed
-77039,-147201,-134521,-259001,-35422,188719,Spoofed
-77038,-147200,-134520,-259000,-35421,188720,Spoofed
-77037,-147199,-134519,-258999,-35420,188721,Spoofed
-77036,-147198,-134518,-258998,-35419,188722,Spoofed
-77035,-147197,-134517,-258997,-35418,188723,Spoofed
-77034,-147196,-134516,-258996,-35417,188724,Spoofed
-77033,-147195,-134515,-258995,-35416,188725,Spoofed
-77032,-147194,-134514,-258994,-35415,188726,Spoofed
-77031,-147193,-134513,-258993,-35414,188727,Spoofed
-77030,-147192,-134512,-258992,-35413,188728,Spoofed
-77029,-147191,-134511,-258991,-35412,188729,Spoofed
-77028,-147190,-134510,-258990,-35411,188730,Spoofed
-77027,-147189,-134509,-258989,-35410,188731,Spoofed
-77026,-147188,-134508,-258988,-35409,188732,Spoofed
-77025,-147187,-134507,-258987,-35408,188733,Spoofed
-77024,-147186,-134506,-258986,-35407,188734,Spoofed
-77023,-147185,-134505,-258985,-35406,188735,Spoofed
-77022,-147184,-134504,-258984,-35405,188736,Spoofed
-77021,-147183,-134503,-258983,-35404,188737,Spoofed
-77020,-147182,-134502,-258982,-35403,188738,Spoofed
-77019,-147181,-134501,-258981,-35402,188739,Spoofed
-77018,-147180,-134500,-258980,-35401,188740,Spoofed
-77017,-147179,-134499,-258979,-35400,188741,Spoofed
-77016,-147178,-134498,-258978,-35399,188742,Spoofed
-77015,-147177,-134497,-258977,-35398,188743,Spoofed
-77014,-147176,-134496,-258976,-35397,188744,Spoofed
-77013,-147175,-134495,-258975,-35396,188745,Spoofed
-77012,-147174,-134494,-258974,-35395,188746,Spoofed
-77011,-147173,-134493,-258973,-35394,188747,Spoofed
-77010,-147172,-134492,-258972,-35393,188748,Spoofed
-77009,-147171,-134491,-258971,-35392,188749,Spoofed
-77008,-147170,-134490,-258970,-35391,188750,Spoofed
-77007,-147169,-134489,-258969,-35390,188751,Spoofed
-77006,-147168,-134488,-258968,-35389,188752,Spoofed
-77005,-147167,-134487,-258967,-35388,188753,Spoofed
-77004,-147166,-134486,-258966,-35387,188754,Spoofed
-77003,-147165,-134485,-258965,-35386,188755,Spoofed
-77002,-147164,-134484,-258964,-35385,188756,Spoofed
-77001,-147163,-134483,-258963,-35384,188757,Spoofed
-77000,-147162,-134482,-258962,-35383,188758,Spoofed
-76999,-147161,-134481,-258961,-35382,188759,Spoofed
-76998,-147160,-134480,-258960,-35381,188760,Spoofed
-76997,-147159,-134479,-258959,-35380,188761,Spoofed
-76996,-147158,-134478,-258958,-35379,188762,Spoofed
-76995,-147157,-134477,-258957,-35378,188763,Spoofed
-76994,-147156,-134476,-258956,-35377,188764,Spoofed
-76993,-147155,-134475,-258955,-35376,188765,Spoofed
-76992,-147154,-134474,-258954,-35375,188766,Spoofed
-76991,-147153,-134473,-258953,-35374,188767,Spoofed
-76990,-147152,-134472,-258952,-35373,188768,Spoofed
-76989,-147151,-134471,-258951,-35372,188769,Spoofed
-76988,-147150,-134470,-258950,-35371,188770,Spoofed
-76987,-147149,-134469,-258949,-35370,188771,Spoofed
-76986,-147148,-134468,-258948,-35369,188772,Spoofed
-76985,-147147,-134467,-258947,-35368,188773,Spoofed
-76984,-147146,-134466,-258946,-35367,188774,Spoofed
-76983,-147145,-134465,-258945,-35366,188775,Spoofed
-76982,-147144,-134464,-258944,-35365,188776,Spoofed
-76981,-147143,-134463,-258943,-35364,188777,Spoofed
-76980,-147142,-134462,-258942,-35363,188778,Spoofed
-76979,-147141,-134461,-258941,-35362,188779,Spoofed
-76978,-147140,-134460,-258940,-35361,188780,Spoofed
-76977,-147139,-134459,-258939,-35360,188781,Spoofed
-76976,-147138,-134458,-258938,-35359,188782,Spoofed
-76975,-147137,-134457,-258937,-35358,188783,Spoofed
-76974,-147136,-134456,-258936,-35357,188784,Spoofed
-76973,-147135,-134455,-258935,-35356,188785,Spoofed
-76972,-147134,-134454,-258934,-35355,188786,Spoofed
-76971,-147133,-134453,-258933,-35354,188787,Spoofed
-76970,-147132,-134452,-258932,-35353,188788,Spoofed
-76969,-147131,-134451,-258931,-35352,188789,Spoofed
-76968,-147130,-134450,-258930,-35351,188790,Spoofed
-76967,-147129,-134449,-258929,-35350,188791,Spoofed
-76966,-147128,-134448,-258928,-35349,188792,Spoofed
