I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-52660,-103535,-304935,-147585,20146,-5021,Spoofed
-52659,-103534,-304934,-147584,20147,-5020,Spoofed
-52658,-103533,-304933,-147583,20148,-5019,Spoofed
-52657,-103532,-304932,-147582,20149,-5018,Spoofed
-52656,-103531,-304931,-147581,20150,-5017,Spoofed
-52655,-103530,-304930,-147580,20151,-5016,Spoofed
-52654,-103529,-304929,-147579,20152,-5015,Spoofed
-52653,-103528,-304928,-147578,20153,-5014,Spoofed
-52652,-103527,-304927,-147577,20154,-5013,Spoofed
-52651,-103526,-304926,-147576,20155,-5012,Spoofed
-52650,-103525,-304925,-147575,20156,-5011,Spoofed
-52649,-103524,-304924,-147574,20157,-5010,Spoofed
-52648,-103523,-304923,-147573,20158,-5009,Spoofed
-52647,-103522,-304922,-147572,20159,-5008,Spoofed
-52646,-103521,-304921,-147571,20160,-5007,Spoofed
-52645,-103520,-304920,-147570,20161,-5006,Spoofed
-52644,-103519,-304919,-147569,20162,-5005,Spoofed
-52643,-103518,-304918,-147568,20163,-5004,Spoofed
-52642,-103517,-304917,-147567,20164,-5003,Spoofed
-52641,-103516,-304916,-147566,20165,-5002,Spoofed
-52640,-103515,-304915,-147565,20166,-5001,Spoofed
-52639,-103514,-304914,-147564,20167,-5000,Spoofed
-52638,-103513,-304913,-147563,20168,-4999,Spoofed
-52637,-103512,-304912,-147562,20169,-4998,Spoofed
-52636,-103511,-304911,-147561,20170,-4997,Spoofed
-52635,-103510,-304910,-147560,20171,-4996,Spoofed
-52634,-103509,-304909,-147559,20172,-4995,Spoofed
-52633,-103508,-304908,-147558,20173,-4994,Spoofed
-52632,-103507,-304907,-147557,20174,-4993,Spoofed
-52631,-103506,-304906,-147556,20175,-4992,Spoofed
-52630,-103505,-304905,-147555,20176,-4991,Spoofed
-52629,-103504,-304904,-147554,20177,-4990,Spoofed
-52628,-103503,-304903,-147553,20178,-4989,Spoofed
-52627,-103502,-304902,-147552,20179,-4988,Spoofed
-52626,-103501,-304901,-147551,20180,-4987,Spoofed
-52625,-103500,-304900,-147550,20181,-4986,Spoofed
-52624,-103499,-304899,-147549,20182,-4985,Spoofed
-52623,-103498,-304898,-147548,20183,-4984,Spoofed
-52622,-103497,-304897,-147547,20184,-4983,Spoofed
-52621,-103496,-304896,-147546,20185,-4982,Spoofed
-52620,-103495,-304895,-147545,20186,-4981,Spoofed
-52619,-103494,-304894,-147544,20187,-4980,Spoofed
-52618,-103493,-304893,-147543,20188,-4979,Spoofed
-52617,-103492,-304892,-147542,20189,-4978,Spoofed
-52616,-103491,-304891,-147541,20190,-4977,Spoofed
-52615,-103490,-304890,-147540,20191,-4976,Spoofed
-52614,-103489,-304889,-147539,20192,-4975,Spoofed
-52613,-103488,-304888,-147538,20193,-4974,Spoofed
-52612,-103487,-304887,-147537,20194,-4973,Spoofed
-52611,-103486,-304886,-147536,20195,-4972,Spoofed
-52610,-103485,-304885,-147535,20196,-4971,Spoofed
-52609,-103484,-304884,-147534,20197,-4970,Spoofed
-52608,-103483,-304883,-147533,20198,-4969,Spoofed
-52607,-103482,-304882,-147532,20199,-4968,Spoofed
-52606,-103481,-304881,-147531,20200,-4967,Spoofed
-52605,-103480,-304880,-147530,20201,-4966,Spoofed
-52604,-103479,-304879,-147529,20202,-4965,Spoofed
-52603,-103478,-304878,-147528,20203,-4964,Spoofed
-52602,-103477,-304877,-147527,20204,-4963,Spoofed
-52601,-103476,-304876,-147526,20205,-4962,Spoofed
-52600,-103475,-304875,-147525,20206,-4961,Spoofed
-52599,-103474,-304874,-147524,20207,-4960,Spoofed
-52598,-103473,-304873,-147523,20208,-4959,Spoofed
-52597,-103472,-304872,-147522,20209,-4958,Spoofed
-52596,-103471,-304871,-147521,20210,-4957,Spoofed
-52595,-103470,-304870,-147520,20211,-4956,Spoofed
-52594,-103469,-304869,-147519,20212,-4955,Spoofed
-52593,-103468,-304868,-147518,20213,-4954,Spoofed
-52592,-103467,-304867,-147517,20214,-4953,Spoofed
-52591,-103466,-304866,-147516,20215,-4952,Spoofed
-52590,-103465,-304865,-147515,20216,-4951,Spoofed
-52589,-103464,-304864,-147514,20217,-4950,Spoofed
-52588,-103463,-304863,-147513,20218,-4949,Spoofed
-52587,-103462,-304862,-147512,20219,-4948,Spoofed
-52586,-103461,-304861,-147511,20220,-4947,Spoofed
-52585,-103460,-304860,-147510,20221,-4946,Spoofed
-52584,-103459,-304859,-147509,20222,-4945,Spoofed
-52583,-103458,-304858,-147508,20223,-4944,Spoofed
-52582,-103457,-304857,-147507,20224,-4943,Spoofed
-52581,-103456,-304856,-147506,20225,-4942,Spoofed
-52580,-103455,-304855,-147505,20226,-4941,Spoofed
-52579,-103454,-304854,-147504,20227,-4940,Spoofed
-52578,-103453,-304853,-147503,20228,-4939,Spoofed
-52577,-103452,-304852,-147502,20229,-4938,Spoofed
-52576,-103451,-304851,-147501,20230,-4937,Spoofed
-52575,-103450,-304850,-147500,20231,-4936,Spoofed
-52574,-103449,-304849,-147499,20232,-4935,Spoofed
-52573,-103448,-304848,-147498,20233,-4934,Spoofed
-52572,-103447,-304847,-147497,20234,-4933,Spoofed
-52571,-103446,-304846,-147496,20235,-4932,Spoofed
-52570,-103445,-304845,-147495,20236,-4931,Spoofed
-52569,-103444,-304844,-147494,20237,-4930,Spoofed
-52568,-103443,-304843,-147493,20238,-4929,Spoofed
-52567,-103442,-304842,-147492,20239,-4928,Spoofed
-52566,-103441,-304841,-147491,20240,-4927,Spoofed
-52565,-103440,-304840,-147490,20241,-4926,Spoofed
-52564,-103439,-304839,-147489,20242,-4925,Spoofed
-52563,-103438,-304838,-147488,20243,-4924,Spoofed
-52562,-103437,-304837,-147487,20244,-4923,Spoofed
-52561,-103436,-304836,-147486,20245,-4922,Spoofed
-52560,-103435,-304835,-147485,20246,-4921,Spoofed
-52559,-103434,-304834,-147484,20247,-4920,Spoofed
-52558,-103433,-304833,-147483,20248,-4919,Spoofed
-52557,-103432,-304832,-147482,20249,-4918,Spoofed
-52556,-103431,-304831,-147481,20250,-4917,Spoofed
-52555,-103430,-304830,-147480,20251,-4916,Spoofed
-52554,-103429,-304829,-147479,20252,-4915,Spoofed
-52553,-103428,-304828,-147478,20253,-4914,Spoofed
-52552,-103427,-304827,-147477,20254,-4913,Spoofed
-52551,-103426,-304826,-147476,20255,-4912,Spoofed
-52550,-103425,-304825,-147475,20256,-4911,Spoofed
-52549,-103424,-304824,-147474,20257,-4910,Spoofed
-52548,-103423,-304823,-147473,20258,-4909,Spoofed
-52547,-103422,-304822,-147472,20259,-4908,Spoofed
-52546,-103421,-304821,-147471,20260,-4907,Spoofed
-52545,-103420,-304820,-147470,20261,-4906,Spoofed
-52544,-103419,-304819,-147469,20262,-4905,Spoofed
-52543,-103418,-304818,-147468,20263,-4904,Spoofed
-52542,-103417,-304817,-147467,20264,-4903,Spoofed
-52541,-103416,-304816,-147466,20265,-4902,Spoofed
-52540,-103415,-304815,-147465,20266,-4901,Spoofed
-52539,-103414,-304814,-147464,20267,-4900,Spoofed
-52538,-103413,-304813,-147463,20268,-4899,Spoofed
-52537,-103412,-304812,-147462,20269,-4898,Spoofed
-52536,-103411,-304811,-147461,20270,-4897,Spoofed
-52535,-103410,-304810,-147460,20271,-4896,Spoofed
-52534,-103409,-304809,-147459,20272,-4895,Spoofed
-52533,-103408,-304808,-147458,20273,-4894,Spoofed
-52532,-103407,-304807,-147457,20274,-4893,Spoofed
-52531,-103406,-304806,-147456,20275,-4892,Spoofed
-52530,-103405,-304805,-147455,20276,-4891,Spoofed
-52529,-103404,-304804,-147454,20277,-4890,Spoofed
-52528,-103403,-304803,-147453,20278,-4889,Spoofed
-52527,-103402,-304802,-147452,20279,-4888,Spoofed
-52526,-103401,-304801,-147451,20280,-4887,Spoofed
-52525,-103400,-304800,-147450,20281,-4886,Spoofed
-52524,-103399,-304799,-147449,20282,-4885,Spoofed
-52523,-103398,-304798,-147448,20283,-4884,Spoofed
-52522,-103397,-304797,-147447,20284,-4883,Spoofed
-52521,-103396,-304796,-147446,20285,-4882,Spoofed
-52520,-103395,-304795,-147445,20286,-4881,Spoofed
-52519,-103394,-304794,-147444,20287,-4880,Spoofed
-52518,-103393,-304793,-147443,20288,-4879,Spoofed
-52517,-103392,-304792,-147442,20289,-4878,Spoofed
-52516,-103391,-304791,-147441,20290,-4877,Spoofed
-52515,-103390,-304790,-147440,20291,-4876,Spoofed
-52514,-103389,-304789,-147439,20292,-4875,Spoofed
-52513,-103388,-304788,-147438,20293,-4874,Spoofed
-52512,-103387,-304787,-147437,20294,-4873,Spoofed
-52511,-103386,-304786,-147436,20295,-4872,Spoofed
-52510,-103385,-304785,-147435,20296,-4871,Spoofed
-52509,-103384,-304784,-147434,20297,-4870,Spoofed
-52508,-103383,-304783,-147433,20298,-4869,Spoofed
-52507,-103382,-304782,-147432,20299,-4868,Spoofed
-52506,-103381,-304781,-147431,20300,-4867,Spoofed
-52505,-103380,-304780,-147430,20301,-4866,Spoofed
-52504,-103379,-304779,-147429,20302,-4865,Spoofed
-52503,-103378,-304778,-147428,20303,-4864,Spoofed
-52502,-103377,-304777,-147427,20304,-4863,Spoofed
-52501,-103376,-304776,-147426,20305,-4862,Spoofed
-52500,-103375,-304775,-147425,20306,-4861,Spoofed
-52499,-103374,-304774,-147424,20307,-4860,Spoofed
-52498,-103373,-304773,-147423,20308,-4859,Spoofed
-52497,-103372,-304772,-147422,20309,-4858,Spoofed
-52496,-103371,-304771,-147421,20310,-4857,Spoofed
-52495,-103370,-304770,-147420,20311,-4856,Spoofed
-52494,-103369,-304769,-147419,20312,-4855,Spoofed
-52493,-103368,-304768,-147418,20313,-4854,Spoofed
-52492,-103367,-304767,-147417,20314,-4853,Spoofed
-52491,-103366,-304766,-147416,20315,-4852,Spoofed
-52490,-103365,-304765,-147415,20316,-4851,Spoofed
-52489,-103364,-304764,-147414,20317,-4850,Spoofed
-52488,-103363,-304763,-147413,20318,-4849,Spoofed
-52487,-103362,-304762,-147412,20319,-4848,Spoofed
-52486,-103361,-304761,-147411,20320,-4847,Spoofed
-52485,-103360,-304760,-147410,20321,-4846,Spoofed
-52484,-103359,-304759,-147409,20322,-4845,Spoofed
-52483,-103358,-304758,-147408,20323,-4844,Spoofed
-52482,-103357,-304757,-147407,20324,-4843,Spoofed
-52481,-103356,-304756,-147406,20325,-4842,Spoofed
-52480,-103355,-304755,-147405,20326,-4841,Spoofed
-52479,-103354,-304754,-147404,20327,-4840,Spoofed
-52478,-103353,-304753,-147403,20328,-4839,Spoofed
-52477,-103352,-304752,-147402,20329,-4838,Spoofed
-52476,-103351,-304751,-147401,20330,-4837,Spoofed
-52475,-103350,-304750,-147400,20331,-4836,Spoofed
-52474,-103349,-304749,-147399,20332,-4835,Spoofed
-52473,-103348,-304748,-147398,20333,-4834,Spoofed
-52472,-103347,-304747,-147397,20334,-4833,Spoofed
-52471,-103346,-304746,-147396,20335,-4832,Spoofed
-52470,-103345,-304745,-147395,20336,-4831,Spoofed
-52469,-103344,-304744,-147394,20337,-4830,Spoofed
-52468,-103343,-304743,-147393,20338,-4829,Spoofed
-52467,-103342,-304742,-147392,20339,-4828,Spoofed
-52466,-103341,-304741,-147391,20340,-4827,Spoofed
-52465,-103340,-304740,-147390,20341,-4826,Spoofed
-52464,-103339,-304739,-147389,20342,-4825,Spoofed
-52463,-103338,-304738,-147388,20343,-4824,Spoofed
-52462,-103337,-304737,-147387,20344,-4823,Spoofed
-52461,-103336,-304736,-147386,20345,-4822,Spoofed
-52460,-103335,-304735,-147385,20346,-4821,Spoofed
-52459,-103334,-304734,-147384,20347,-4820,Spoofed
-52458,-103333,-304733,-147383,20348,-4819,Spoofed
-52457,-103332,-304732,-147382,20349,-4818,Spoofed
-52456,-103331,-304731,-147381,20350,-4817,Spoofed
-52455,-103330,-304730,-147380,20351,-4816,Spoofed
-52454,-103329,-304729,-147379,20352,-4815,Spoofed
-52453,-103328,-304728,-147378,20353,-4814,Spoofed
-52452,-103327,-304727,-147377,20354,-4813,Spoofed
-52451,-103326,-304726,-147376,20355,-4812,Spoofed
-52450,-103325,-304725,-147375,20356,-4811,Spoofed
-52449,-103324,-304724,-147374,20357,-4810,Spoofed
-52448,-103323,-304723,-147373,20358,-4809,Spoofed
-52447,-103322,-304722,-147372,20359,-4808,Spoofed
-52446,-103321,-304721,-147371,20360,-4807,Spoofed
-52445,-103320,-304720,-147370,20361,-4806,Spoofed
-52444,-103319,-304719,-147369,20362,-4805,Spoofed
-52443,-103318,-304718,-147368,20363,-4804,Spoofed
-52442,-103317,-304717,-147367,20364,-4803,Spoofed
-52441,-103316,-304716,-147366,20365,-4802,Spoofed
-52440,-103315,-304715,-147365,20366,-4801,Spoofed
-52439,-103314,-304714,-147364,20367,-4800,Spoofed
-52438,-103313,-304713,-147363,20368,-4799,Spoofed
-52437,-103312,-304712,-147362,20369,-4798,Spoofed
-52436,-103311,-304711,-147361,20370,-4797,Spoofed
-52435,-103310,-304710,-147360,20371,-4796,Spoofed
-52434,-103309,-304709,-147359,20372,-4795,Spoofed
-52433,-103308,-304708,-147358,20373,-4794,Spoofed
-52432,-103307,-304707,-147357,20374,-4793,Spoofed
-52431,-103306,-304706,-147356,20375,-4792,Spoofed
-52430,-103305,-304705,-147355,20376,-4791,Spoofed
-52429,-103304,-304704,-147354,20377,-4790,Spoofed
-52428,-103303,-304703,-147353,20378,-4789,Spoofed
-52427,-103302,-304702,-147352,20379,-4788,Spoofed
-52426,-103301,-304701,-147351,20380,-4787,Spoofed
-52425,-103300,-304700,-147350,20381,-4786,Spoofed
-52424,-103299,-304699,-147349,20382,-4785,Spoofed
-52423,-103298,-304698,-147348,20383,-4784,Spoofed
-52422,-103297,-304697,-147347,20384,-4783,Spoofed
-52421,-103296,-304696,-147346,20385,-4782,Spoofed
-52420,-103295,-304695,-147345,20386,-4781,Spoofed
-52419,-103294,-304694,-147344,20387,-4780,Spoofed
-52418,-103293,-304693,-147343,20388,-4779,Spoofed
-52417,-103292,-304692,-147342,20389,-4778,Spoofed
-52416,-103291,-304691,-147341,20390,-4777,Spoofed
-52415,-103290,-304690,-147340,20391,-4776,Spoofed
-52414,-103289,-304689,-147339,20392,-4775,Spoofed
-52413,-103288,-304688,-147338,20393,-4774,Spoofed
-52412,-103287,-304687,-147337,20394,-4773,Spoofed
-52411,-103286,-304686,-147336,20395,-4772,Spoofed
-52410,-103285,-304685,-147335,20396,-4771,Spoofed
-52409,-103284,-304684,-147334,20397,-4770,Spoofed
-52408,-103283,-304683,-147333,20398,-4769,Spoofed
-52407,-103282,-304682,-147332,20399,-4768,Spoofed
-52406,-103281,-304681,-147331,20400,-4767,Spoofed
-52405,-103280,-304680,-147330,20401,-4766,Spoofed
-52404,-103279,-304679,-147329,20402,-4765,Spoofed
-52403,-103278,-304678,-147328,20403,-4764,Spoofed
-52402,-103277,-304677,-147327,20404,-4763,Spoofed
-52401,-103276,-304676,-147326,20405,-4762,Spoofed
-52400,-103275,-304675,-147325,20406,-4761,Spoofed
-52399,-103274,-304674,-147324,20407,-4760,Spoofed
-52398,-103273,-304673,-147323,20408,-4759,Spoofed
-52397,-103272,-304672,-147322,20409,-4758,Spoofed
-52396,-103271,-304671,-147321,20410,-4757,Spoofed
-52395,-103270,-304670,-147320,20411,-4756,Spoofed
-52394,-103269,-304669,-147319,20412,-4755,Spoofed
-52393,-103268,-304668,-147318,20413,-4754,Spoofed
-52392,-103267,-304667,-147317,20414,-4753,Spoofed
-52391,-103266,-304666,-147316,20415,-4752,Spoofed
-52390,-103265,-304665,-147315,20416,-4751,Spoofed
-52389,-103264,-304664,-147314,20417,-4750,Spoofed
-52388,-103263,-304663,-147313,20418,-4749,Spoofed
-52387,-103262,-304662,-147312,20419,-4748,Spoofed
-52386,-103261,-304661,-147311,20420,-4747,Spoofed
-52385,-103260,-304660,-147310,20421,-4746,Spoofed
-52384,-103259,-304659,-147309,20422,-4745,Spoofed
-52383,-103258,-304658,-147308,20423,-4744,Spoofed
-52382,-103257,-304657,-147307,20424,-4743,Spoofed
-52381,-103256,-304656,-147306,20425,-4742,Spoofed
-52380,-103255,-304655,-147305,20426,-4741,Spoofed
-52379,-103254,-304654,-147304,20427,-4740,Spoofed
-52378,-103253,-304653,-147303,20428,-4739,Spoofed
-52377,-103252,-304652,-147302,20429,-4738,Spoofed
-52376,-103251,-304651,-147301,20430,-4737,Spoofed
-52375,-103250,-304650,-147300,20431,-4736,Spoofed
-52374,-103249,-304649,-147299,20432,-4735,Spoofed
-52373,-103248,-304648,-147298,20433,-4734,Spoofed
-52372,-103247,-304647,-147297,20434,-4733,Spoofed
-52371,-103246,-304646,-147296,20435,-4732,Spoofed
-52370,-103245,-304645,-147295,20436,-4731,Spoofed
-52369,-103244,-304644,-147294,20437,-4730,Spoofed
-52368,-103243,-304643,-147293,20438,-4729,Spoofed
-52367,-103242,-304642,-147292,20439,-4728,Spoofed
-52366,-103241,-304641,-147291,20440,-4727,Spoofed
-52365,-103240,-304640,-147290,20441,-4726,Spoofed
-52364,-103239,-304639,-147289,20442,-4725,Spoofed
-52363,-103238,-304638,-147288,20443,-4724,Spoofed
-52362,-103237,-304637,-147287,20444,-4723,Spoofed
-52361,-103236,-304636,-147286,20445,-4722,Spoofed
-52360,-103235,-304635,-147285,20446,-4721,Spoofed
-52359,-103234,-304634,-147284,20447,-4720,Spoofed
-52358,-103233,-304633,-147283,20448,-4719,Spoofed
-52357,-103232,-304632,-147282,20449,-4718,Spoofed
-52356,-103231,-304631,-147281,20450,-4717,Spoofed
-52355,-103230,-304630,-147280,20451,-4716,Spoofed
-52354,-103229,-304629,-147279,20452,-4715,Spoofed
-52353,-103228,-304628,-147278,20453,-4714,Spoofed
-52352,-103227,-304627,-147277,20454,-4713,Spoofed
-52351,-103226,-304626,-147276,20455,-4712,Spoofed
-52350,-103225,-304625,-147275,20456,-4711,Spoofed
-52349,-103224,-304624,-147274,20457,-4710,Spoofed
-52348,-103223,-304623,-147273,20458,-4709,Spoofed
-52347,-103222,-304622,-147272,20459,-4708,Spoofed
-52346,-103221,-304621,-147271,20460,-4707,Spoofed
-52345,-103220,-304620,-147270,20461,-4706,Spoofed
-52344,-103219,-304619,-147269,20462,-4705,Spoofed
-52343,-103218,-304618,-147268,20463,-4704,Spoofed
-52342,-103217,-304617,-147267,20464,-4703,Spoofed
-52341,-103216,-304616,-147266,20465,-4702,Spoofed
-52340,-103215,-304615,-147265,20466,-4701,Spoofed
-52339,-103214,-304614,-147264,20467,-4700,Spoofed
-52338,-103213,-304613,-147263,20468,-4699,Spoofed
-52337,-103212,-304612,-147262,20469,-4698,Spoofed
-52336,-103211,-304611,-147261,20470,-4697,Spoofed
-52335,-103210,-304610,-147260,20471,-4696,Spoofed
-52334,-103209,-304609,-147259,20472,-4695,Spoofed
-52333,-103208,-304608,-147258,20473,-4694,Spoofed
-52332,-103207,-304607,-147257,20474,-4693,Spoofed
-52331,-103206,-304606,-147256,20475,-4692,Spoofed
-52330,-103205,-304605,-147255,20476,-4691,Spoofed
-52329,-103204,-304604,-147254,20477,-4690,Spoofed
-52328,-103203,-304603,-147253,20478,-4689,Spoofed
-52327,-103202,-304602,-147252,20479,-4688,Spoofed
-52326,-103201,-304601,-147251,20480,-4687,Spoofed
-52325,-103200,-304600,-147250,20481,-4686,Spoofed
-52324,-103199,-304599,-147249,20482,-4685,Spoofed
-52323,-103198,-304598,-147248,20483,-4684,Spoofed
-52322,-103197,-304597,-147247,20484,-4683,Spoofed
-52321,-103196,-304596,-147246,20485,-4682,Spoofed
-52320,-103195,-304595,-147245,20486,-4681,Spoofed
-52319,-103194,-304594,-147244,20487,-4680,Spoofed
-52318,-103193,-304593,-147243,20488,-4679,Spoofed
-52317,-103192,-304592,-147242,20489,-4678,Spoofed
-52316,-103191,-304591,-147241,20490,-4677,Spoofed
-52315,-103190,-304590,-147240,20491,-4676,Spoofed
-52314,-103189,-304589,-147239,20492,-4675,Spoofed
-52313,-103188,-304588,-147238,20493,-4674,Spoofed
-52312,-103187,-304587,-147237,20494,-4673,Spoofed
-52311,-103186,-304586,-147236,20495,-4672,Spoofed
-52310,-103185,-304585,-147235,20496,-4671,Spoofed
-52309,-103184,-304584,-147234,20497,-4670,Spoofed
-52308,-103183,-304583,-147233,20498,-4669,Spoofed
-52307,-103182,-304582,-147232,20499,-4668,Spoofed
-52306,-103181,-304581,-147231,20500,-4667,Spoofed
-52305,-103180,-304580,-147230,20501,-4666,Spoofed
-52304,-103179,-304579,-147229,20502,-4665,Spoofed
-52303,-103178,-304578,-147228,20503,-4664,Spoofed
-52302,-103177,-304577,-147227,20504,-4663,Spoofed
-52301,-103176,-304576,-147226,20505,-4662,Spoofed
-52300,-103175,-304575,-147225,20506,-4661,Spoofed
-52299,-103174,-304574,-147224,20507,-4660,Spoofed
-52298,-103173,-304573,-147223,20508,-4659,Spoofed
-52297,-103172,-304572,-147222,20509,-4658,Spoofed
-52296,-103171,-304571,-147221,20510,-4657,Spoofed
-52295,-103170,-304570,-147220,20511,-4656,Spoofed
-52294,-103169,-304569,-147219,20512,-4655,Spoofed
-52293,-103168,-304568,-147218,20513,-4654,Spoofed
-52292,-103167,-304567,-147217,20514,-4653,Spoofed
-52291,-103166,-304566,-147216,20515,-4652,Spoofed
-52290,-103165,-304565,-147215,20516,-4651,Spoofed
-52289,-103164,-304564,-147214,20517,-4650,Spoofed
-52288,-103163,-304563,-147213,20518,-4649,Spoofed
-52287,-103162,-304562,-147212,20519,-4648,Spoofed
-52286,-103161,-304561,-147211,20520,-4647,Spoofed
-52285,-103160,-304560,-147210,20521,-4646,Spoofed
-52284,-103159,-304559,-147209,20522,-4645,Spoofed
-52283,-103158,-304558,-147208,20523,-4644,Spoofed
-52282,-103157,-304557,-147207,20524,-4643,Spoofed
-52281,-103156,-304556,-147206,20525,-4642,Spoofed
-52280,-103155,-304555,-147205,20526,-4641,Spoofed
-52279,-103154,-304554,-147204,20527,-4640,Spoofed
-52278,-103153,-304553,-147203,20528,-4639,Spoofed
-52277,-103152,-304552,-147202,20529,-4638,Spoofed
-52276,-103151,-304551,-147201,20530,-4637,Spoofed
-52275,-103150,-304550,-147200,20531,-4636,Spoofed
-52274,-103149,-304549,-147199,20532,-4635,Spoofed
-52273,-103148,-304548,-147198,20533,-4634,Spoofed
-52272,-103147,-304547,-147197,20534,-4633,Spoofed
-52271,-103146,-304546,-147196,20535,-4632,Spoofed
-52270,-103145,-304545,-147195,20536,-4631,Spoofed
-52269,-103144,-304544,-147194,20537,-4630,Spoofed
-52268,-103143,-304543,-147193,20538,-4629,Spoofed
-52267,-103142,-304542,-147192,20539,-4628,Spoofed
-52266,-103141,-304541,-147191,20540,-4627,Spoofed
-52265,-103140,-304540,-147190,20541,-4626,Spoofed
-52264,-103139,-304539,-147189,20542,-4625,Spoofed
-52263,-103138,-304538,-147188,20543,-4624,Spoofed
-52262,-103137,-304537,-147187,20544,-4623,Spoofed
-52261,-103136,-304536,-147186,20545,-4622,Spoofed
-52260,-103135,-304535,-147185,20546,-4621,Spoofed
-52259,-103134,-304534,-147184,20547,-4620,Spoofed
-52258,-103133,-304533,-147183,20548,-4619,Spoofed
-52257,-103132,-304532,-147182,20549,-4618,Spoofed
-52256,-103131,-304531,-147181,20550,-4617,Spoofed
-52255,-103130,-304530,-147180,20551,-4616,Spoofed
-52254,-103129,-304529,-147179,20552,-4615,Spoofed
-52253,-103128,-304528,-147178,20553,-4614,Spoofed
-52252,-103127,-304527,-147177,20554,-4613,Spoofed
-52251,-103126,-304526,-147176,20555,-4612,Spoofed
-52250,-103125,-304525,-147175,20556,-4611,Spoofed
-52249,-103124,-304524,-147174,20557,-4610,Spoofed
-52248,-103123,-304523,-147173,20558,-4609,Spoofed
-52247,-103122,-304522,-147172,20559,-4608,Spoofed
-52246,-103121,-304521,-147171,20560,-4607,Spoofed
-52245,-103120,-304520,-147170,20561,-4606,Spoofed
-52244,-103119,-304519,-147169,20562,-4605,Spoofed
-52243,-103118,-304518,-147168,20563,-4604,Spoofed
-52242,-103117,-304517,-147167,20564,-4603,Spoofed
-52241,-103116,-304516,-147166,20565,-4602,Spoofed
-52240,-103115,-304515,-147165,20566,-4601,Spoofed
-52239,-103114,-304514,-147164,20567,-4600,Spoofed
-52238,-103113,-304513,-147163,20568,-4599,Spoofed
-52237,-103112,-304512,-147162,20569,-4598,Spoofed
-52236,-103111,-304511,-147161,20570,-4597,Spoofed
-52235,-103110,-304510,-147160,20571,-4596,Spoofed
-52234,-103109,-304509,-147159,20572,-4595,Spoofed
-52233,-103108,-304508,-147158,20573,-4594,Spoofed
-52232,-103107,-304507,-147157,20574,-4593,Spoofed
-52231,-103106,-304506,-147156,20575,-4592,Spoofed
-52230,-103105,-304505,-147155,20576,-4591,Spoofed
-52229,-103104,-304504,-147154,20577,-4590,Spoofed
-52228,-103103,-304503,-147153,20578,-4589,Spoofed
-52227,-103102,-304502,-147152,20579,-4588,Spoofed
-52226,-103101,-304501,-147151,20580,-4587,Spoofed
-52225,-103100,-304500,-147150,20581,-4586,Spoofed
-52224,-103099,-304499,-147149,20582,-4585,Spoofed
-52223,-103098,-304498,-147148,20583,-4584,Spoofed
-52222,-103097,-304497,-147147,20584,-4583,Spoofed
-52221,-103096,-304496,-147146,20585,-4582,Spoofed
-52220,-103095,-304495,-147145,20586,-4581,Spoofed
-52219,-103094,-304494,-147144,20587,-4580,Spoofed
-52218,-103093,-304493,-147143,20588,-4579,Spoofed
-52217,-103092,-304492,-147142,20589,-4578,Spoofed
-52216,-103091,-304491,-147141,20590,-4577,Spoofed
-52215,-103090,-304490,-147140,20591,-4576,Spoofed
-52214,-103089,-304489,-147139,20592,-4575,Spoofed
-52213,-103088,-304488,-147138,20593,-4574,Spoofed
-52212,-103087,-304487,-147137,20594,-4573,Spoofed
-52211,-103086,-304486,-147136,20595,-4572,Spoofed
-52210,-103085,-304485,-147135,20596,-4571,Spoofed
-52209,-103084,-304484,-147134,20597,-4570,Spoofed
-52208,-103083,-304483,-147133,20598,-4569,Spoofed
-52207,-103082,-304482,-147132,20599,-4568,Spoofed
-52206,-103081,-304481,-147131,20600,-4567,Spoofed
-52205,-103080,-304480,-147130,20601,-4566,Spoofed
-52204,-103079,-304479,-147129,20602,-4565,Spoofed
-52203,-103078,-304478,-147128,20603,-4564,Spoofed
-52202,-103077,-304477,-147127,20604,-4563,Spoofed
-52201,-103076,-304476,-147126,20605,-4562,Spoofed
-52200,-103075,-304475,-147125,20606,-4561,Spoofed
-52199,-103074,-304474,-147124,20607,-4560,Spoofed
-52198,-103073,-304473,-147123,20608,-4559,Spoofed
-52197,-103072,-304472,-147122,20609,-4558,Spoofed
-52196,-103071,-304471,-147121,20610,-4557,Spoofed
-52195,-103070,-304470,-147120,20611,-4556,Spoofed
-52194,-103069,-304469,-147119,20612,-4555,Spoofed
-52193,-103068,-304468,-147118,20613,-4554,Spoofed
-52192,-103067,-304467,-147117,20614,-4553,Spoofed
-52191,-103066,-304466,-147116,20615,-4552,Spoofed
-52190,-103065,-304465,-147115,20616,-4551,Spoofed
-52189,-103064,-304464,-147114,20617,-4550,Spoofed
-52188,-103063,-304463,-147113,20618,-4549,Spoofed
-52187,-103062,-304462,-147112,20619,-4548,Spoofed
-52186,-103061,-304461,-147111,20620,-4547,Spoofed
-52185,-103060,-304460,-147110,20621,-4546,Spoofed
-52184,-103059,-304459,-147109,20622,-4545,Spoofed
-52183,-103058,-304458,-147108,20623,-4544,Spoofed
-52182,-103057,-304457,-147107,20624,-4543,Spoofed
-52181,-103056,-304456,-147106,20625,-4542,Spoofed
-52180,-103055,-304455,-147105,20626,-4541,Spoofed
