I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
25468,-96640,-48566,-10149,-47049,-111140,Spoofed
25469,-96639,-48565,-10148,-47048,-111139,Spoofed
25470,-96638,-48564,-10147,-47047,-111138,Spoofed
25471,-96637,-48563,-10146,-47046,-111137,Spoofed
25472,-96636,-48562,-10145,-47045,-111136,Spoofed
25473,-96635,-48561,-10144,-47044,-111135,Spoofed
25474,-96634,-48560,-10143,-47043,-111134,Spoofed
25475,-96633,-48559,-10142,-47042,-111133,Spoofed
25476,-96632,-48558,-10141,-47041,-111132,Spoofed
25477,-96631,-48557,-10140,-47040,-111131,Spoofed
25478,-96630,-48556,-10139,-47039,-111130,Spoofed
25479,-96629,-48555,-10138,-47038,-111129,Spoofed
25480,-96628,-48554,-10137,-47037,-111128,Spoofed
25481,-96627,-48553,-10136,-47036,-111127,Spoofed
25482,-96626,-48552,-10135,-47035,-111126,Spoofed
25483,-96625,-48551,-10134,-47034,-111125,Spoofed
25484,-96624,-48550,-10133,-47033,-111124,Spoofed
25485,-96623,-48549,-10132,-47032,-111123,Spoofed
25486,-96622,-48548,-10131,-47031,-111122,Spoofed
25487,-96621,-48547,-10130,-47030,-111121,Spoofed
25488,-96620,-48546,-10129,-47029,-111120,Spoofed
25489,-96619,-48545,-10128,-47028,-111119,Spoofed
25490,-96618,-48544,-10127,-47027,-111118,Spoofed
25491,-96617,-48543,-10126,-47026,-111117,Spoofed
25492,-96616,-48542,-10125,-47025,-111116,Spoofed
25493,-96615,-48541,-10124,-47024,-111115,Spoofed
25494,-96614,-48540,-10123,-47023,-111114,Spoofed
25495,-96613,-48539,-10122,-47022,-111113,Spoofed
25496,-96612,-48538,-10121,-47021,-111112,Spoofed
25497,-96611,-48537,-10120,-47020,-111111,Spoofed
25498,-96610,-48536,-10119,-47019,-111110,Spoofed
25499,-96609,-48535,-10118,-47018,-111109,Spoofed
25500,-96608,-48534,-10117,-47017,-111108,Spoofed
25501,-96607,-48533,-10116,-47016,-111107,Spoofed
25502,-96606,-48532,-10115,-47015,-111106,Spoofed
25503,-96605,-48531,-10114,-47014,-111105,Spoofed
25504,-96604,-48530,-10113,-47013,-111104,Spoofed
25505,-96603,-48529,-10112,-47012,-111103,Spoofed
25506,-96602,-48528,-10111,-47011,-111102,Spoofed
25507,-96601,-48527,-10110,-47010,-111101,Spoofed
25508,-96600,-48526,-10109,-47009,-111100,Spoofed
25509,-96599,-48525,-10108,-47008,-111099,Spoofed
25510,-96598,-48524,-10107,-47007,-111098,Spoofed
25511,-96597,-48523,-10106,-47006,-111097,Spoofed
25512,-96596,-48522,-10105,-47005,-111096,Spoofed
25513,-96595,-48521,-10104,-47004,-111095,Spoofed
25514,-96594,-48520,-10103,-47003,-111094,Spoofed
25515,-96593,-48519,-10102,-47002,-111093,Spoofed
25516,-96592,-48518,-10101,-47001,-111092,Spoofed
25517,-96591,-48517,-10100,-47000,-111091,Spoofed
25518,-96590,-48516,-10099,-46999,-111090,Spoofed
25519,-96589,-48515,-10098,-46998,-111089,Spoofed
25520,-96588,-48514,-10097,-46997,-111088,Spoofed
25521,-96587,-48513,-10096,-46996,-111087,Spoofed
25522,-96586,-48512,-10095,-46995,-111086,Spoofed
25523,-96585,-48511,-10094,-46994,-111085,Spoofed
25524,-96584,-48510,-10093,-46993,-111084,Spoofed
25525,-96583,-48509,-10092,-46992,-111083,Spoofed
25526,-96582,-48508,-10091,-46991,-111082,Spoofed
25527,-96581,-48507,-10090,-46990,-111081,Spoofed
25528,-96580,-48506,-10089,-46989,-111080,Spoofed
25529,-96579,-48505,-10088,-46988,-111079,Spoofed
25530,-96578,-48504,-10087,-46987,-111078,Spoofed
25531,-96577,-48503,-10086,-46986,-111077,Spoofed
25532,-96576,-48502,-10085,-46985,-111076,Spoofed
25533,-96575,-48501,-10084,-46984,-111075,Spoofed
25534,-96574,-48500,-10083,-46983,-111074,Spoofed
25535,-96573,-48499,-10082,-46982,-111073,Spoofed
25536,-96572,-48498,-10081,-46981,-111072,Spoofed
25537,-96571,-48497,-10080,-46980,-111071,Spoofed
25538,-96570,-48496,-10079,-46979,-111070,Spoofed
25539,-96569,-48495,-10078,-46978,-111069,Spoofed
25540,-96568,-48494,-10077,-46977,-111068,Spoofed
25541,-96567,-48493,-10076,-46976,-111067,Spoofed
25542,-96566,-48492,-10075,-46975,-111066,Spoofed
25543,-96565,-48491,-10074,-46974,-111065,Spoofed
25544,-96564,-48490,-10073,-46973,-111064,Spoofed
25545,-96563,-48489,-10072,-46972,-111063,Spoofed
25546,-96562,-48488,-10071,-46971,-111062,Spoofed
25547,-96561,-48487,-10070,-46970,-111061,Spoofed
25548,-96560,-48486,-10069,-46969,-111060,Spoofed
25549,-96559,-48485,-10068,-46968,-111059,Spoofed
25550,-96558,-48484,-10067,-46967,-111058,Spoofed
25551,-96557,-48483,-10066,-46966,-111057,Spoofed
25552,-96556,-48482,-10065,-46965,-111056,Spoofed
25553,-96555,-48481,-10064,-46964,-111055,Spoofed
25554,-96554,-48480,-10063,-46963,-111054,Spoofed
25555,-96553,-48479,-10062,-46962,-111053,Spoofed
25556,-96552,-48478,-10061,-46961,-111052,Spoofed
25557,-96551,-48477,-10060,-46960,-111051,Spoofed
25558,-96550,-48476,-10059,-46959,-111050,Spoofed
25559,-96549,-48475,-10058,-46958,-111049,Spoofed
25560,-96548,-48474,-10057,-46957,-111048,Spoofed
25561,-96547,-48473,-10056,-46956,-111047,Spoofed
25562,-96546,-48472,-10055,-46955,-111046,Spoofed
25563,-96545,-48471,-10054,-46954,-111045,Spoofed
25564,-96544,-48470,-10053,-46953,-111044,Spoofed
25565,-96543,-48469,-10052,-46952,-111043,Spoofed
25566,-96542,-48468,-10051,-46951,-111042,Spoofed
25567,-96541,-48467,-10050,-46950,-111041,Spoofed
25568,-96540,-48466,-10049,-46949,-111040,Spoofed
25569,-96539,-48465,-10048,-46948,-111039,Spoofed
25570,-96538,-48464,-10047,-46947,-111038,Spoofed
25571,-96537,-48463,-10046,-46946,-111037,Spoofed
25572,-96536,-48462,-10045,-46945,-111036,Spoofed
25573,-96535,-48461,-10044,-46944,-111035,Spoofed
25574,-96534,-48460,-10043,-46943,-111034,Spoofed
25575,-96533,-48459,-10042,-46942,-111033,Spoofed
25576,-96532,-48458,-10041,-46941,-111032,Spoofed
25577,-96531,-48457,-10040,-46940,-111031,Spoofed
25578,-96530,-48456,-10039,-46939,-111030,Spoofed
25579,-96529,-48455,-10038,-46938,-111029,Spoofed
25580,-96528,-48454,-10037,-46937,-111028,Spoofed
25581,-96527,-48453,-10036,-46936,-111027,Spoofed
25582,-96526,-48452,-10035,-46935,-111026,Spoofed
25583,-96525,-48451,-10034,-46934,-111025,Spoofed
25584,-96524,-48450,-10033,-46933,-111024,Spoofed
25585,-96523,-48449,-10032,-46932,-111023,Spoofed
25586,-96522,-48448,-10031,-46931,-111022,Spoofed
25587,-96521,-48447,-10030,-46930,-111021,Spoofed
25588,-96520,-48446,-10029,-46929,-111020,Spoofed
25589,-96519,-48445,-10028,-46928,-111019,Spoofed
25590,-96518,-48444,-10027,-46927,-111018,Spoofed
25591,-96517,-48443,-10026,-46926,-111017,Spoofed
25592,-96516,-48442,-10025,-46925,-111016,Spoofed
25593,-96515,-48441,-10024,-46924,-111015,Spoofed
25594,-96514,-48440,-10023,-46923,-111014,Spoofed
25595,-96513,-48439,-10022,-46922,-111013,Spoofed
25596,-96512,-48438,-10021,-46921,-111012,Spoofed
25597,-96511,-48437,-10020,-46920,-111011,Spoofed
25598,-96510,-48436,-10019,-46919,-111010,Spoofed
25599,-96509,-48435,-10018,-46918,-111009,Spoofed
25600,-96508,-48434,-10017,-46917,-111008,Spoofed
25601,-96507,-48433,-10016,-46916,-111007,Spoofed
25602,-96506,-48432,-10015,-46915,-111006,Spoofed
25603,-96505,-48431,-10014,-46914,-111005,Spoofed
25604,-96504,-48430,-10013,-46913,-111004,Spoofed
25605,-96503,-48429,-10012,-46912,-111003,Spoofed
25606,-96502,-48428,-10011,-46911,-111002,Spoofed
25607,-96501,-48427,-10010,-46910,-111001,Spoofed
25608,-96500,-48426,-10009,-46909,-111000,Spoofed
25609,-96499,-48425,-10008,-46908,-110999,Spoofed
25610,-96498,-48424,-10007,-46907,-110998,Spoofed
25611,-96497,-48423,-10006,-46906,-110997,Spoofed
25612,-96496,-48422,-10005,-46905,-110996,Spoofed
25613,-96495,-48421,-10004,-46904,-110995,Spoofed
25614,-96494,-48420,-10003,-46903,-110994,Spoofed
25615,-96493,-48419,-10002,-46902,-110993,Spoofed
25616,-96492,-48418,-10001,-46901,-110992,Spoofed
25617,-96491,-48417,-10000,-46900,-110991,Spoofed
25618,-96490,-48416,-9999,-46899,-110990,Spoofed
25619,-96489,-48415,-9998,-46898,-110989,Spoofed
25620,-96488,-48414,-9997,-46897,-110988,Spoofed
25621,-96487,-48413,-9996,-46896,-110987,Spoofed
25622,-96486,-48412,-9995,-46895,-110986,Spoofed
25623,-96485,-48411,-9994,-46894,-110985,Spoofed
25624,-96484,-48410,-9993,-46893,-110984,Spoofed
25625,-96483,-48409,-9992,-46892,-110983,Spoofed
25626,-96482,-48408,-9991,-46891,-110982,Spoofed
25627,-96481,-48407,-9990,-46890,-110981,Spoofed
25628,-96480,-48406,-9989,-46889,-110980,Spoofed
25629,-96479,-48405,-9988,-46888,-110979,Spoofed
25630,-96478,-48404,-9987,-46887,-110978,Spoofed
25631,-96477,-48403,-9986,-46886,-110977,Spoofed
25632,-96476,-48402,-9985,-46885,-110976,Spoofed
25633,-96475,-48401,-9984,-46884,-110975,Spoofed
25634,-96474,-48400,-9983,-46883,-110974,Spoofed
25635,-96473,-48399,-9982,-46882,-110973,Spoofed
25636,-96472,-48398,-9981,-46881,-110972,Spoofed
25637,-96471,-48397,-9980,-46880,-110971,Spoofed
25638,-96470,-48396,-9979,-46879,-110970,Spoofed
25639,-96469,-48395,-9978,-46878,-110969,Spoofed
25640,-96468,-48394,-9977,-46877,-110968,Spoofed
25641,-96467,-48393,-9976,-46876,-110967,Spoofed
25642,-96466,-48392,-9975,-46875,-110966,Spoofed
25643,-96465,-48391,-9974,-46874,-110965,Spoofed
25644,-96464,-48390,-9973,-46873,-110964,Spoofed
25645,-96463,-48389,-9972,-46872,-110963,Spoofed
25646,-96462,-48388,-9971,-46871,-110962,Spoofed
25647,-96461,-48387,-9970,-46870,-110961,Spoofed
25648,-96460,-48386,-9969,-46869,-110960,Spoofed
25649,-96459,-48385,-9968,-46868,-110959,Spoofed
25650,-96458,-48384,-9967,-46867,-110958,Spoofed
25651,-96457,-48383,-9966,-46866,-110957,Spoofed
25652,-96456,-48382,-9965,-46865,-110956,Spoofed
25653,-96455,-48381,-9964,-46864,-110955,Spoofed
25654,-96454,-48380,-9963,-46863,-110954,Spoofed
25655,-96453,-48379,-9962,-46862,-110953,Spoofed
25656,-96452,-48378,-9961,-46861,-110952,Spoofed
25657,-96451,-48377,-9960,-46860,-110951,Spoofed
25658,-96450,-48376,-9959,-46859,-110950,Spoofed
25659,-96449,-48375,-9958,-46858,-110949,Spoofed
25660,-96448,-48374,-9957,-46857,-110948,Spoofed
25661,-96447,-48373,-9956,-46856,-110947,Spoofed
25662,-96446,-48372,-9955,-46855,-110946,Spoofed
25663,-96445,-48371,-9954,-46854,-110945,Spoofed
25664,-96444,-48370,-9953,-46853,-110944,Spoofed
25665,-96443,-48369,-9952,-46852,-110943,Spoofed
25666,-96442,-48368,-9951,-46851,-110942,Spoofed
25667,-96441,-48367,-9950,-46850,-110941,Spoofed
25668,-96440,-48366,-9949,-46849,-110940,Spoofed
25669,-96439,-48365,-9948,-46848,-110939,Spoofed
25670,-96438,-48364,-9947,-46847,-110938,Spoofed
25671,-96437,-48363,-9946,-46846,-110937,Spoofed
25672,-96436,-48362,-9945,-46845,-110936,Spoofed
25673,-96435,-48361,-9944,-46844,-110935,Spoofed
25674,-96434,-48360,-9943,-46843,-110934,Spoofed
25675,-96433,-48359,-9942,-46842,-110933,Spoofed
25676,-96432,-48358,-9941,-46841,-110932,Spoofed
25677,-96431,-48357,-9940,-46840,-110931,Spoofed
25678,-96430,-48356,-9939,-46839,-110930,Spoofed
25679,-96429,-48355,-9938,-46838,-110929,Spoofed
25680,-96428,-48354,-9937,-46837,-110928,Spoofed
25681,-96427,-48353,-9936,-46836,-110927,Spoofed
25682,-96426,-48352,-9935,-46835,-110926,Spoofed
25683,-96425,-48351,-9934,-46834,-110925,Spoofed
25684,-96424,-48350,-9933,-46833,-110924,Spoofed
25685,-96423,-48349,-9932,-46832,-110923,Spoofed
25686,-96422,-48348,-9931,-46831,-110922,Spoofed
25687,-96421,-48347,-9930,-46830,-110921,Spoofed
25688,-96420,-48346,-9929,-46829,-110920,Spoofed
25689,-96419,-48345,-9928,-46828,-110919,Spoofed
25690,-96418,-48344,-9927,-46827,-110918,Spoofed
25691,-96417,-48343,-9926,-46826,-110917,Spoofed
25692,-96416,-48342,-9925,-46825,-110916,Spoofed
25693,-96415,-48341,-9924,-46824,-110915,Spoofed
25694,-96414,-48340,-9923,-46823,-110914,Spoofed
25695,-96413,-48339,-9922,-46822,-110913,Spoofed
25696,-96412,-48338,-9921,-46821,-110912,Spoofed
25697,-96411,-48337,-9920,-46820,-110911,Spoofed
25698,-96410,-48336,-9919,-46819,-110910,Spoofed
25699,-96409,-48335,-9918,-46818,-110909,Spoofed
25700,-96408,-48334,-9917,-46817,-110908,Spoofed
25701,-96407,-48333,-9916,-46816,-110907,Spoofed
25702,-96406,-48332,-9915,-46815,-110906,Spoofed
25703,-96405,-48331,-9914,-46814,-110905,Spoofed
25704,-96404,-48330,-9913,-46813,-110904,Spoofed
25705,-96403,-48329,-9912,-46812,-110903,Spoofed
25706,-96402,-48328,-9911,-46811,-110902,Spoofed
25707,-96401,-48327,-9910,-46810,-110901,Spoofed
25708,-96400,-48326,-9909,-46809,-110900,Spoofed
25709,-96399,-48325,-9908,-46808,-110899,Spoofed
25710,-96398,-48324,-9907,-46807,-110898,Spoofed
25711,-96397,-48323,-9906,-46806,-110897,Spoofed
25712,-96396,-48322,-9905,-46805,-110896,Spoofed
25713,-96395,-48321,-9904,-46804,-110895,Spoofed
25714,-96394,-48320,-9903,-46803,-110894,Spoofed
25715,-96393,-48319,-9902,-46802,-110893,Spoofed
25716,-96392,-48318,-9901,-46801,-110892,Spoofed
25717,-96391,-48317,-9900,-46800,-110891,Spoofed
25718,-96390,-48316,-9899,-46799,-110890,Spoofed
25719,-96389,-48315,-9898,-46798,-110889,Spoofed
25720,-96388,-48314,-9897,-46797,-110888,Spoofed
25721,-96387,-48313,-9896,-46796,-110887,Spoofed
25722,-96386,-48312,-9895,-46795,-110886,Spoofed
25723,-96385,-48311,-9894,-46794,-110885,Spoofed
25724,-96384,-48310,-9893,-46793,-110884,Spoofed
25725,-96383,-48309,-9892,-46792,-110883,Spoofed
25726,-96382,-48308,-9891,-46791,-110882,Spoofed
25727,-96381,-48307,-9890,-46790,-110881,Spoofed
25728,-96380,-48306,-9889,-46789,-110880,Spoofed
25729,-96379,-48305,-9888,-46788,-110879,Spoofed
25730,-96378,-48304,-9887,-46787,-110878,Spoofed
25731,-96377,-48303,-9886,-46786,-110877,Spoofed
25732,-96376,-48302,-9885,-46785,-110876,Spoofed
25733,-96375,-48301,-9884,-46784,-110875,Spoofed
25734,-96374,-48300,-9883,-46783,-110874,Spoofed
25735,-96373,-48299,-9882,-46782,-110873,Spoofed
25736,-96372,-48298,-9881,-46781,-110872,Spoofed
25737,-96371,-48297,-9880,-46780,-110871,Spoofed
25738,-96370,-48296,-9879,-46779,-110870,Spoofed
25739,-96369,-48295,-9878,-46778,-110869,Spoofed
25740,-96368,-48294,-9877,-46777,-110868,Spoofed
25741,-96367,-48293,-9876,-46776,-110867,Spoofed
25742,-96366,-48292,-9875,-46775,-110866,Spoofed
25743,-96365,-48291,-9874,-46774,-110865,Spoofed
25744,-96364,-48290,-9873,-46773,-110864,Spoofed
25745,-96363,-48289,-9872,-46772,-110863,Spoofed
25746,-96362,-48288,-9871,-46771,-110862,Spoofed
25747,-96361,-48287,-9870,-46770,-110861,Spoofed
25748,-96360,-48286,-9869,-46769,-110860,Spoofed
25749,-96359,-48285,-9868,-46768,-110859,Spoofed
25750,-96358,-48284,-9867,-46767,-110858,Spoofed
25751,-96357,-48283,-9866,-46766,-110857,Spoofed
25752,-96356,-48282,-9865,-46765,-110856,Spoofed
25753,-96355,-48281,-9864,-46764,-110855,Spoofed
25754,-96354,-48280,-9863,-46763,-110854,Spoofed
25755,-96353,-48279,-9862,-46762,-110853,Spoofed
25756,-96352,-48278,-9861,-46761,-110852,Spoofed
25757,-96351,-48277,-9860,-46760,-110851,Spoofed
25758,-96350,-48276,-9859,-46759,-110850,Spoofed
25759,-96349,-48275,-9858,-46758,-110849,Spoofed
25760,-96348,-48274,-9857,-46757,-110848,Spoofed
25761,-96347,-48273,-9856,-46756,-110847,Spoofed
25762,-96346,-48272,-9855,-46755,-110846,Spoofed
25763,-96345,-48271,-9854,-46754,-110845,Spoofed
25764,-96344,-48270,-9853,-46753,-110844,Spoofed
25765,-96343,-48269,-9852,-46752,-110843,Spoofed
25766,-96342,-48268,-9851,-46751,-110842,Spoofed
25767,-96341,-48267,-9850,-46750,-110841,Spoofed
25768,-96340,-48266,-9849,-46749,-110840,Spoofed
25769,-96339,-48265,-9848,-46748,-110839,Spoofed
25770,-96338,-48264,-9847,-46747,-110838,Spoofed
25771,-96337,-48263,-9846,-46746,-110837,Spoofed
25772,-96336,-48262,-9845,-46745,-110836,Spoofed
25773,-96335,-48261,-9844,-46744,-110835,Spoofed
25774,-96334,-48260,-9843,-46743,-110834,Spoofed
25775,-96333,-48259,-9842,-46742,-110833,Spoofed
25776,-96332,-48258,-9841,-46741,-110832,Spoofed
25777,-96331,-48257,-9840,-46740,-110831,Spoofed
25778,-96330,-48256,-9839,-46739,-110830,Spoofed
25779,-96329,-48255,-9838,-46738,-110829,Spoofed
25780,-96328,-48254,-9837,-46737,-110828,Spoofed
25781,-96327,-48253,-9836,-46736,-110827,Spoofed
25782,-96326,-48252,-9835,-46735,-110826,Spoofed
25783,-96325,-48251,-9834,-46734,-110825,Spoofed
25784,-96324,-48250,-9833,-46733,-110824,Spoofed
25785,-96323,-48249,-9832,-46732,-110823,Spoofed
25786,-96322,-48248,-9831,-46731,-110822,Spoofed
25787,-96321,-48247,-9830,-46730,-110821,Spoofed
25788,-96320,-48246,-9829,-46729,-110820,Spoofed
25789,-96319,-48245,-9828,-46728,-110819,Spoofed
25790,-96318,-48244,-9827,-46727,-110818,Spoofed
25791,-96317,-48243,-9826,-46726,-110817,Spoofed
25792,-96316,-48242,-9825,-46725,-110816,Spoofed
25793,-96315,-48241,-9824,-46724,-110815,Spoofed
25794,-96314,-48240,-9823,-46723,-110814,Spoofed
25795,-96313,-48239,-9822,-46722,-110813,Spoofed
25796,-96312,-48238,-9821,-46721,-110812,Spoofed
25797,-96311,-48237,-9820,-46720,-110811,Spoofed
25798,-96310,-48236,-9819,-46719,-110810,Spoofed
25799,-96309,-48235,-9818,-46718,-110809,Spoofed
25800,-96308,-48234,-9817,-46717,-110808,Spoofed
25801,-96307,-48233,-9816,-46716,-110807,Spoofed
25802,-96306,-48232,-9815,-46715,-110806,Spoofed
25803,-96305,-48231,-9814,-46714,-110805,Spoofed
25804,-96304,-48230,-9813,-46713,-110804,Spoofed
25805,-96303,-48229,-9812,-46712,-110803,Spoofed
25806,-96302,-48228,-9811,-46711,-110802,Spoofed
25807,-96301,-48227,-9810,-46710,-110801,Spoofed
25808,-96300,-48226,-9809,-46709,-110800,Spoofed
25809,-96299,-48225,-9808,-46708,-110799,Spoofed
25810,-96298,-48224,-9807,-46707,-110798,Spoofed
25811,-96297,-48223,-9806,-46706,-110797,Spoofed
25812,-96296,-48222,-9805,-46705,-110796,Spoofed
25813,-96295,-48221,-9804,-46704,-110795,Spoofed
25814,-96294,-48220,-9803,-46703,-110794,Spoofed
25815,-96293,-48219,-9802,-46702,-110793,Spoofed
25816,-96292,-48218,-9801,-46701,-110792,Spoofed
25817,-96291,-48217,-9800,-46700,-110791,Spoofed
25818,-96290,-48216,-9799,-46699,-110790,Spoofed
25819,-96289,-48215,-9798,-46698,-110789,Spoofed
25820,-96288,-48214,-9797,-46697,-110788,Spoofed
25821,-96287,-48213,-9796,-46696,-110787,Spoofed
25822,-96286,-48212,-9795,-46695,-110786,Spoofed
25823,-96285,-48211,-9794,-46694,-110785,Spoofed
25824,-96284,-48210,-9793,-46693,-110784,Spoofed
25825,-96283,-48209,-9792,-46692,-110783,Spoofed
25826,-96282,-48208,-9791,-46691,-110782,Spoofed
25827,-96281,-48207,-9790,-46690,-110781,Spoofed
25828,-96280,-48206,-9789,-46689,-110780,Spoofed
25829,-96279,-48205,-9788,-46688,-110779,Spoofed
25830,-96278,-48204,-9787,-46687,-110778,Spoofed
25831,-96277,-48203,-9786,-46686,-110777,Spoofed
25832,-96276,-48202,-9785,-46685,-110776,Spoofed
25833,-96275,-48201,-9784,-46684,-110775,Spoofed
25834,-96274,-48200,-9783,-46683,-110774,Spoofed
25835,-96273,-48199,-9782,-46682,-110773,Spoofed
25836,-96272,-48198,-9781,-46681,-110772,Spoofed
25837,-96271,-48197,-9780,-46680,-110771,Spoofed
25838,-96270,-48196,-9779,-46679,-110770,Spoofed
25839,-96269,-48195,-9778,-46678,-110769,Spoofed
25840,-96268,-48194,-9777,-46677,-110768,Spoofed
25841,-96267,-48193,-9776,-46676,-110767,Spoofed
25842,-96266,-48192,-9775,-46675,-110766,Spoofed
25843,-96265,-48191,-9774,-46674,-110765,Spoofed
25844,-96264,-48190,-9773,-46673,-110764,Spoofed
25845,-96263,-48189,-9772,-46672,-110763,Spoofed
25846,-96262,-48188,-9771,-46671,-110762,Spoofed
25847,-96261,-48187,-9770,-46670,-110761,Spoofed
25848,-96260,-48186,-9769,-46669,-110760,Spoofed
25849,-96259,-48185,-9768,-46668,-110759,Spoofed
25850,-96258,-48184,-9767,-46667,-110758,Spoofed
25851,-96257,-48183,-9766,-46666,-110757,Spoofed
25852,-96256,-48182,-9765,-46665,-110756,Spoofed
25853,-96255,-48181,-9764,-46664,-110755,Spoofed
25854,-96254,-48180,-9763,-46663,-110754,Spoofed
25855,-96253,-48179,-9762,-46662,-110753,Spoofed
25856,-96252,-48178,-9761,-46661,-110752,Spoofed
25857,-96251,-48177,-9760,-46660,-110751,Spoofed
25858,-96250,-48176,-9759,-46659,-110750,Spoofed
25859,-96249,-48175,-9758,-46658,-110749,Spoofed
25860,-96248,-48174,-9757,-46657,-110748,Spoofed
25861,-96247,-48173,-9756,-46656,-110747,Spoofed
25862,-96246,-48172,-9755,-46655,-110746,Spoofed
25863,-96245,-48171,-9754,-46654,-110745,Spoofed
25864,-96244,-48170,-9753,-46653,-110744,Spoofed
25865,-96243,-48169,-9752,-46652,-110743,Spoofed
25866,-96242,-48168,-9751,-46651,-110742,Spoofed
25867,-96241,-48167,-9750,-46650,-110741,Spoofed
25868,-96240,-48166,-9749,-46649,-110740,Spoofed
25869,-96239,-48165,-9748,-46648,-110739,Spoofed
25870,-96238,-48164,-9747,-46647,-110738,Spoofed
25871,-96237,-48163,-9746,-46646,-110737,Spoofed
25872,-96236,-48162,-9745,-46645,-110736,Spoofed
25873,-96235,-48161,-9744,-46644,-110735,Spoofed
25874,-96234,-48160,-9743,-46643,-110734,Spoofed
25875,-96233,-48159,-9742,-46642,-110733,Spoofed
25876,-96232,-48158,-9741,-46641,-110732,Spoofed
25877,-96231,-48157,-9740,-46640,-110731,Spoofed
25878,-96230,-48156,-9739,-46639,-110730,Spoofed
25879,-96229,-48155,-9738,-46638,-110729,Spoofed
25880,-96228,-48154,-9737,-46637,-110728,Spoofed
25881,-96227,-48153,-9736,-46636,-110727,Spoofed
25882,-96226,-48152,-9735,-46635,-110726,Spoofed
25883,-96225,-48151,-9734,-46634,-110725,Spoofed
25884,-96224,-48150,-9733,-46633,-110724,Spoofed
25885,-96223,-48149,-9732,-46632,-110723,Spoofed
25886,-96222,-48148,-9731,-46631,-110722,Spoofed
25887,-96221,-48147,-9730,-46630,-110721,Spoofed
25888,-96220,-48146,-9729,-46629,-110720,Spoofed
25889,-96219,-48145,-9728,-46628,-110719,Spoofed
25890,-96218,-48144,-9727,-46627,-110718,Spoofed
25891,-96217,-48143,-9726,-46626,-110717,Spoofed
25892,-96216,-48142,-9725,-46625,-110716,Spoofed
25893,-96215,-48141,-9724,-46624,-110715,Spoofed
25894,-96214,-48140,-9723,-46623,-110714,Spoofed
25895,-96213,-48139,-9722,-46622,-110713,Spoofed
25896,-96212,-48138,-9721,-46621,-110712,Spoofed
25897,-96211,-48137,-9720,-46620,-110711,Spoofed
25898,-96210,-48136,-9719,-46619,-110710,Spoofed
25899,-96209,-48135,-9718,-46618,-110709,Spoofed
25900,-96208,-48134,-9717,-46617,-110708,Spoofed
25901,-96207,-48133,-9716,-46616,-110707,Spoofed
25902,-96206,-48132,-9715,-46615,-110706,Spoofed
25903,-96205,-48131,-9714,-46614,-110705,Spoofed
25904,-96204,-48130,-9713,-46613,-110704,Spoofed
25905,-96203,-48129,-9712,-46612,-110703,Spoofed
25906,-96202,-48128,-9711,-46611,-110702,Spoofed
25907,-96201,-48127,-9710,-46610,-110701,Spoofed
25908,-96200,-48126,-9709,-46609,-110700,Spoofed
25909,-96199,-48125,-9708,-46608,-110699,Spoofed
25910,-96198,-48124,-9707,-46607,-110698,Spoofed
25911,-96197,-48123,-9706,-46606,-110697,Spoofed
25912,-96196,-48122,-9705,-46605,-110696,Spoofed
25913,-96195,-48121,-9704,-46604,-110695,Spoofed
25914,-96194,-48120,-9703,-46603,-110694,Spoofed
25915,-96193,-48119,-9702,-46602,-110693,Spoofed
25916,-96192,-48118,-9701,-46601,-110692,Spoofed
25917,-96191,-48117,-9700,-46600,-110691,Spoofed
25918,-96190,-48116,-9699,-46599,-110690,Spoofed
25919,-96189,-48115,-9698,-46598,-110689,Spoofed
25920,-96188,-48114,-9697,-46597,-110688,Spoofed
25921,-96187,-48113,-9696,-46596,-110687,Spoofed
25922,-96186,-48112,-9695,-46595,-110686,Spoofed
25923,-96185,-48111,-9694,-46594,-110685,Spoofed
25924,-96184,-48110,-9693,-46593,-110684,Spoofed
25925,-96183,-48109,-9692,-46592,-110683,Spoofed
25926,-96182,-48108,-9691,-46591,-110682,Spoofed
25927,-96181,-48107,-9690,-46590,-110681,Spoofed
25928,-96180,-48106,-9689,-46589,-110680,Spoofed
25929,-96179,-48105,-9688,-46588,-110679,Spoofed
25930,-96178,-48104,-9687,-46587,-110678,Spoofed
25931,-96177,-48103,-9686,-46586,-110677,Spoofed
25932,-96176,-48102,-9685,-46585,-110676,Spoofed
25933,-96175,-48101,-9684,-46584,-110675,Spoofed
25934,-96174,-48100,-9683,-46583,-110674,Spoofed
25935,-96173,-48099,-9682,-46582,-110673,Spoofed
25936,-96172,-48098,-9681,-46581,-110672,Spoofed
25937,-96171,-48097,-9680,-46580,-110671,Spoofed
25938,-96170,-48096,-9679,-46579,-110670,Spoofed
25939,-96169,-48095,-9678,-46578,-110669,Spoofed
25940,-96168,-48094,-9677,-46577,-110668,Spoofed
25941,-96167,-48093,-9676,-46576,-110667,Spoofed
25942,-96166,-48092,-9675,-46575,-110666,Spoofed
25943,-96165,-48091,-9674,-46574,-110665,Spoofed
25944,-96164,-48090,-9673,-46573,-110664,Spoofed
25945,-96163,-48089,-9672,-46572,-110663,Spoofed
25946,-96162,-48088,-9671,-46571,-110662,Spoofed
25947,-96161,-48087,-9670,-46570,-110661,Spoofed
25948,-96160,-48086,-9669,-46569,-110660,Spoofed
